Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso;Kukurydza
STANISŁAWOWSKIE;TŁUMACKI; 117 312 ; 124 569 ; 18 178 ; 66 162 ; 1 222 386 ; 3 644 ; 1 253 ; 3 169 ; 73 038 
STANISŁAWOWSKIE;ŚNIATYŃSKI; 135 238 ; 86 709 ; 30 634 ; 30 014 ; 632 142 ; 47 231 ; 256 ; 166 ; 160 914 
STANISŁAWOWSKIE;ŻYDACZOWSKI; 69 849 ; 97 042 ; 10 901 ; 52 993 ; 1 213 591 ; 28 372 ; 1 543 ; 7 475 ; 9 603 
TARNOPOLSKIE;BORSZCZOWSKI; 202 016 ; 186 415 ; 77 184 ; 17 131 ; 1 150 794 ; 12 224 ; 2 822 ; 482 ; 136 082 
TARNOPOLSKIE;BRODZKI; 89 659 ; 134 602 ; 50 627 ; 77 800 ; 802 395 ; 12 076 ; 21 106 ; 10 411 ; 1 285 
TARNOPOLSKIE;BRZEŻAŃSKI; 175 470 ; 169 870 ; 72 754 ; 128 925 ; 1 326 606 ; 66 372 ; 22 724 ; 5 982 ; 16 398 
TARNOPOLSKIE;BUCZACKI; 197 871 ; 208 047 ; 70 536 ; 62 583 ; 1 326 702 ; 15 008 ; 10 856 ; 2 941 ; 88 848 
TARNOPOLSKIE;CZORTKOWSKI; 160 667 ; 115 057 ; 54 621 ; 14 274 ; 1 022 028 ; 74 667 ; 7 146 ; 1 469 ; 51 932 
TARNOPOLSKIE;KAMIONECKI; 117 396 ; 109 574 ; 31 711 ; 69 245 ; 645 066 ; 26 606 ; 9 396 ; 11 985 ; 4 038 
TARNOPOLSKIE;KOPYCZYNIECKI; 175 972 ; 177 387 ; 86 909 ; 23 110 ; 1 215 760 ; 51 397 ; 14 215 ; 3 347 ; 38 626 
TARNOPOLSKIE;PODHAJECKI; 170 188 ; 130 250 ; 56 239 ; 73 511 ; 1 304 660 ; 57 901 ; 16 307 ; 2 983 ; 46 388 
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 144 941 ; 108 503 ; 34 838 ; 93 548 ; 820 183 ; 57 536 ; 9 622 ; 6 868 ; 11 678 
TARNOPOLSKIE;RADZIECHOWSKI; 97 664 ; 102 759 ; 38 211 ; 63 102 ; 873 796 ; 15 071 ; 5 510 ; 7 189 ; 212 
TARNOPOLSKIE;SKAŁACKI; 208 670 ; 114 230 ; 114 458 ; 33 248 ; 1 043 131 ; 68 127 ; 25 244 ; 2 481 ; 3 052 
TARNOPOLSKIE;TARNOPOLSKI; 227 967 ; 173 342 ; 107 962 ; 100 005 ; 1 366 948 ; 150 987 ; 54 162 ; 5 342 ; 5 181 
TARNOPOLSKIE;TREMBOWELSKI; 207 173 ; 166 173 ; 87 319 ; 38 295 ; 1 170 179 ; 51 004 ; 20 730 ; 3 001 ; 25 000 
TARNOPOLSKIE;ZALESZCZYCKI; 151 267 ; 113 472 ; 51 904 ; 15 366 ; 982 397 ; 64 381 ; 3 072 ; 360 ; 104 274 
TARNOPOLSKIE;ZBARASKI; 207 184 ; 122 997 ; 95 729 ; 104 724 ; 643 583 ; 9 844 ; 30 156 ; 4 729 ; 473 
TARNOPOLSKIE;ZBOROWSKI; 100 170 ; 119 485 ; 64 641 ; 97 221 ; 976 478 ; 16 058 ; 25 879 ; 4 863 ; 2 972 
TARNOPOLSKIE;ZŁOCZOWSKI; 115 601 ; 122 310 ; 55 436 ; 91 876 ; 1 088 137 ; 32 733 ; 18 901 ; 7 804 ; 4 738 
WARSZAWSKIE;BŁOŃSKI; 64 166 ; 301 642 ; 28 796 ; 110 337 ; 1 545 029 ; 408 732 ; 1 136 ; 525 ; 1 061 
WARSZAWSKIE;CIECHANOWSKI; 146 425 ; 437 942 ; 72 613 ; 67 115 ; 1 240 062 ; 550 930 ; 1 565 ; 292 ; 16 
WARSZAWSKIE;DZIAŁDOWSKI; 4 303 ; 234 898 ; 42 070 ; 38 440 ; 1 155 262 ; 1 680 ; 334 ; 22 ; 40 
WARSZAWSKIE;GOSTYNIŃSKI; 72 907 ; 350 517 ; 22 448 ; 77 088 ; 1 211 455 ; 135 583 ; 771 ; 940 ; 41 
WARSZAWSKIE;GRÓJECKI; 103 084 ; 601 703 ; 33 987 ; 211 843 ; 2 948 046 ; 20 562 ; 1 868 ; 750 ; 139 
WARSZAWSKIE;KUTNOWSKI; 179 080 ; 325 603 ; 70 411 ; 105 787 ; 1 225 253 ; 832 544 ; 117 ; 640 ; 431 
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 59 491 ; 260 523 ; 14 544 ; 42 524 ; 1 001 514 ; 64 161 ; 7 090 ; 3 245 ; -   
WARSZAWSKIE;MIŃSKI; 32 920 ; 367 388 ; 35 484 ; 144 426 ; 2 091 630 ; -   ; 6 064 ; 5 790 ; 36 
WARSZAWSKIE;MŁAWSKI; 23 633 ; 492 974 ; 26 493 ; 47 682 ; 1 968 064 ; 47 901 ; 10 292 ; 2 011 ; -   
WARSZAWSKIE;PRZASNYCKI; 78 296 ; 298 214 ; 24 051 ; 37 446 ; 925 979 ; 168 876 ; 3 693 ; 1 394 ; 6 
WARSZAWSKIE;PUŁTUSKI; 77 503 ; 426 713 ; 39 969 ; 97 370 ; 1 687 457 ; 47 207 ; 13 876 ; 1 179 ; 24 
WARSZAWSKIE;PŁOCKI; 164 468 ; 647 824 ; 118 078 ; 114 215 ; 1 958 105 ; 676 668 ; 1 742 ; 665 ; 59 
WARSZAWSKIE;PŁOŃSKI; 114 622 ; 626 971 ; 80 262 ; 88 771 ; 1 658 558 ; 319 018 ; 2 832 ; 208 ; 21 
WARSZAWSKIE;RADZYMIŃSKI; 16 259 ; 249 663 ; 13 188 ; 65 718 ; 1 272 257 ; -   ; 10 231 ; 1 223 ; 31 
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 30 729 ; 408 540 ; 30 742 ; 95 796 ; 2 259 386 ; 1 457 ; 2 268 ; 3 054 ; 166 
WARSZAWSKIE;SIERPECKI; 41 691 ; 545 653 ; 41 066 ; 58 851 ; 1 851 731 ; 75 834 ; 4 748 ; 1 846 ; 15 
WARSZAWSKIE;SKIERNIEWICKI; 22 402 ; 280 131 ; 22 168 ; 95 406 ; 1 265 083 ; 15 609 ; 1 094 ; 2 192 ; 45 
WARSZAWSKIE;SOCHACZEWSKI; 85 263 ; 309 155 ; 27 676 ; 84 473 ; 1 308 927 ; 278 913 ; 1 173 ; 466 ; 200 
WARSZAWSKIE;WARSZAWSKI; 48 376 ; 275 244 ; 23 119 ; 101 884 ; 1 776 334 ; 91 142 ; 2 263 ; 391 ; 40 
WARSZAWSKIE;ŁOWICKI; 111 887 ; 444 616 ; 88 138 ; 162 517 ; 1 537 646 ; 303 279 ; 989 ; 11 718 ; 250 
WOŁYŃSKIE;DUBIEŃSKI; 537 378 ; 531 558 ; 293 989 ; 398 980 ; 2 182 110 ; 85 321 ; 93 086 ; 22 625 ; 1 961 
WOŁYŃSKIE;HOROCHOWSKI; 412 630 ; 266 420 ; 149 926 ; 148 791 ; 1 253 512 ; 24 637 ; 13 986 ; 18 493 ; 553 
WOŁYŃSKIE;KOSTOPOLSKI; 63 739 ; 311 987 ; 34 630 ; 153 212 ; 1 503 212 ; -   ; 47 697 ; 27 307 ; 347 
WOŁYŃSKIE;KOWELSKI; 233 743 ; 682 400 ; 84 239 ; 138 834 ; 2 521 554 ; 1 356 ; 23 252 ; 30 955 ; 385 
WOŁYŃSKIE;KRZEMIENIECKI; 252 208 ; 603 318 ; 234 458 ; 425 443 ; 1 958 901 ; 49 362 ; 178 257 ; 40 704 ; 3 014 
WOŁYŃSKIE;LUBOMELSKI; 45 364 ; 236 367 ; 35 024 ; 33 717 ; 679 048 ; -   ; 13 323 ; 12 269 ; 54 
WOŁYŃSKIE;RÓWIEŃSKI; 454 356 ; 499 616 ; 225 161 ; 377 580 ; 1 710 198 ; 841 165 ; 78 897 ; 24 378 ; 1 332 
WOŁYŃSKIE;SARNEŃSKI; 10 853 ; 401 516 ; 37 547 ; 74 567 ; 1 651 526 ; -   ; 47 581 ; 29 943 ; 1 273 
WOŁYŃSKIE;WŁODZIMIERSKI; 390 666 ; 355 228 ; 133 725 ; 256 476 ; 1 777 584 ; 163 901 ; 12 627 ; 24 774 ; 235 
WOŁYŃSKIE;ZDOŁBUNOWSKI; 152 889 ; 158 916 ; 85 476 ; 109 064 ; 887 237 ; 283 805 ; 19 047 ; 6 898 ; 1 801 
WOŁYŃSKIE;ŁUCKI; 405 984 ; 609 170 ; 189 516 ; 275 581 ; 2 826 140 ; 56 806 ; 53 180 ; 23 335 ; 2 976 
ZIEMIA WILEŃSKA;BRASŁAWSKI; 44 397 ; 3 108 811 ; 41 805 ; 186 868 ; 1 267 702 ; -   ; 3 571 ; 12 ; 8 
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 45 321 ; 371 663 ; 68 232 ; 211 723 ; 1 436 002 ; -   ; 280 ; -   ; 24 
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 14 276 ; 183 620 ; 40 108 ; 112 807 ; 1 016 003 ; -   ; 1 378 ; 13 ; -   
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 8 413 ; 219 129 ; 54 543 ; 151 625 ; 912 354 ; -   ; 18 094 ; 11 ; -   
ZIEMIA WILEŃSKA;POSTAWSKI; 32 773 ; 211 180 ; 21 082 ; 69 285 ; 836 263 ; -   ; 740 ; 70 ; -   
ZIEMIA WILEŃSKA;WILEJSKI; 8 672 ; 272 408 ; 58 286 ; 135 589 ; 1 434 487 ; -   ; 4 802 ; 61 ; -   
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 26 933 ; 630 456 ; 108 670 ; 273 001 ; 2 454 341 ; -   ; 78 157 ; 41 ; 30 
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 39 131 ; 279 296 ; 47 988 ; 137 624 ; 1 475 485 ; -   ; 7 123 ; 18 ; 7 
ŁÓDZKIE;BRZEZIŃSKI; 34 743 ; 424 616 ; 13 225 ; 113 614 ; 1 764 444 ; 23 902 ; 396 ; 357 ; 40 
ŁÓDZKIE;PIOTRKOWSKI; 60 136 ; 723 648 ; 34 414 ; 169 450 ; 3 108 768 ; 544 ; 2 142 ; 6 250 ; 15 
ŁÓDZKIE;RADOMSZCZAŃSKI; 54 934 ; 713 855 ; 52 400 ; 136 275 ; 3 546 096 ; 3 922 ; 1 854 ; 13 405 ; 130 
ŁÓDZKIE;SIERADZKI; 59 272 ; 707 972 ; 17 491 ; 148 357 ; 2 675 740 ; 63 500 ; 1 768 ; 3 751 ; 200 
ŁÓDZKIE;WIELUŃSKI; 35 526 ; 706 479 ; 19 306 ; 157 986 ; 3 002 484 ; 176 160 ; 2 625 ; 3 809 ; 250 
ŁÓDZKIE;ŁASKI; 45 727 ; 534 342 ; 14 484 ; 90 789 ; 2 372 175 ; 1 953 ; 1 651 ; 3 487 ; 191 
ŁÓDZKIE;ŁÓDZKI; 16 085 ; 334 874 ; 7 509 ; 77 787 ; 1 360 377 ; -   ; 253 ; 21 ; 51 
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 130 542 ; 449 433 ; 41 680 ; 106 533 ; 1 746 637 ; 656 565 ; 191 ; 2 710 ; 269 
ŚLĄSKIE;BIELSKI (BIELSKO); 10 265 ; 40 776 ; 5 690 ; 50 316 ; 315 446 ; 9 055 ; -   ; -   ; 77 
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 24 142 ; 44 743 ; 13 229 ; 88 934 ; 492 607 ; 12 297 ; 46 ; -   ; 904 
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;
ŚLĄSKIE;KATOWICKI; 5 139 ; 53 296 ; 1 498 ; 24 801 ; 318 664 ; -   ; 40 ; -   ; 75 
ŚLĄSKIE;LUBLINIECKI; 20 296 ; 115 320 ; 14 387 ; 58 670 ; 680 912 ; 22 592 ; 12 ; -   ; 155 
ŚLĄSKIE;PSZCZYŃSKI; 33 644 ; 279 136 ; 18 644 ; 157 895 ; 1 477 369 ; 46 632 ; 77 ; -   ; 198 
ŚLĄSKIE;RYBNICKI; 54 543 ; 298 199 ; 19 371 ; 140 152 ; 1 655 426 ; 157 116 ; -   ; 10 ; 743 
ŚLĄSKIE;TARNOGÓRSKI; 4 141 ; 34 891 ; 5 596 ; 13 132 ; 204 672 ; 4 617 ; -   ; -   ; 80 
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 3 121 ; 24 390 ; 2 686 ; 10 157 ; 164 450 ; -   ; -   ; -   ; -   
