Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso;Kukurydza
TARNOPOLSKIE;KAMIONECKI; 10 753 ; 9 416 ; 2 895 ; 5 919 ; 7 367 ; 128 ; 998 ; 956 ; 211 
TARNOPOLSKIE;KOPYCZYNIECKI; 14 554 ; 19 278 ; 8 410 ; 1 899 ; 8 908 ; 294 ; 2 175 ; 246 ; 2 863 
TARNOPOLSKIE;PODHAJECKI; 16 256 ; 12 693 ; 7 247 ; 7 847 ; 11 537 ; 365 ; 2 400 ; 283 ; 3 614 
TARNOPOLSKIE;PRZEMYŚLAŃSKI; 12 853 ; 9 014 ; 3 772 ; 8 073 ; 9 095 ; 293 ; 1 080 ; 497 ; 708 
TARNOPOLSKIE;RADZIECHOWSKI; 10 808 ; 10 527 ; 5 139 ; 7 469 ; 8 838 ; 59 ; 879 ; 792 ; 43 
TARNOPOLSKIE;SKAŁACKI; 17 943 ; 9 970 ; 11 206 ; 3 212 ; 8 743 ; 346 ; 5 454 ; 203 ; 266 
TARNOPOLSKIE;TARNOPOLSKI; 20 595 ; 16 280 ; 11 496 ; 10 583 ; 12 400 ; 837 ; 7 134 ; 352 ; 355 
TARNOPOLSKIE;TREMBOWELSKI; 14 461 ; 11 833 ; 8 092 ; 3 142 ; 9 036 ; 268 ; 3 455 ; 198 ; 1 428 
TARNOPOLSKIE;ZALESZCZYCKI; 11 536 ; 9 027 ; 4 364 ; 1 138 ; 7 489 ; 362 ; 367 ; 38 ; 7 137 
TARNOPOLSKIE;ZBARASKI; 14 794 ; 9 096 ; 7 821 ; 8 741 ; 5 385 ; 55 ; 4 761 ; 281 ; 43 
TARNOPOLSKIE;ZBOROWSKI; 9 621 ; 12 417 ; 8 267 ; 11 586 ; 9 362 ; 118 ; 3 202 ; 339 ; 206 
TARNOPOLSKIE;ZŁOCZOWSKI; 11 496 ; 11 556 ; 6 926 ; 9 636 ; 10 372 ; 305 ; 3 275 ; 626 ; 339 
WARSZAWSKIE;BŁOŃSKI; 5 825 ; 26 778 ; 2 528 ; 8 591 ; 12 391 ; 2 150 ; 192 ; 54 ; 79 
WARSZAWSKIE;CIECHANOWSKI; 10 431 ; 29 732 ; 4 711 ; 4 701 ; 9 825 ; 2 251 ; 326 ; 43 ; 1 
WARSZAWSKIE;DZIAŁDOWSKI; 384 ; 17 477 ; 3 229 ; 2 914 ; 8 906 ; 11 ; 51 ; 4 ; 6 
WARSZAWSKIE;GOSTYNIŃSKI; 5 342 ; 29 422 ; 1 583 ; 5 936 ; 11 967 ; 791 ; 129 ; 72 ; 3 
WARSZAWSKIE;GRÓJECKI; 7 270 ; 46 793 ; 2 652 ; 16 771 ; 20 746 ; 192 ; 204 ; 61 ; 9 
WARSZAWSKIE;KUTNOWSKI; 11 823 ; 22 489 ; 4 155 ; 7 030 ; 9 917 ; 3 667 ; 19 ; 51 ; 24 
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI); 5 976 ; 24 951 ; 1 401 ; 3 534 ; 8 322 ; 280 ; 1 083 ; 230 ; -   
WARSZAWSKIE;MIŃSKI; 2 613 ; 28 170 ; 2 780 ; 9 454 ; 15 296 ; -   ; 602 ; 383 ; 2 
WARSZAWSKIE;MŁAWSKI; 1 801 ; 44 246 ; 2 181 ; 3 895 ; 17 170 ; 251 ; 1 327 ; 135 ; -   
WARSZAWSKIE;PRZASNYCKI; 6 868 ; 26 923 ; 2 111 ; 3 054 ; 9 441 ; 738 ; 615 ; 138 ; 1 
WARSZAWSKIE;PUŁTUSKI; 7 325 ; 39 612 ; 3 264 ; 7 108 ; 15 735 ; 238 ; 1 691 ; 102 ; 4 
WARSZAWSKIE;PŁOCKI; 10 211 ; 41 805 ; 7 182 ; 7 302 ; 15 484 ; 3 264 ; 223 ; 38 ; 4 
WARSZAWSKIE;PŁOŃSKI; 7 273 ; 41 093 ; 4 688 ; 5 796 ; 13 404 ; 1 447 ; 316 ; 25 ; 1 
WARSZAWSKIE;RADZYMIŃSKI; 1 721 ; 22 323 ; 1 353 ; 4 524 ; 11 284 ; -   ; 1 191 ; 87 ; 2 
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 2 487 ; 38 874 ; 3 091 ; 8 354 ; 16 360 ; 7 ; 326 ; 234 ; 8 
WARSZAWSKIE;SIERPECKI; 2 694 ; 37 952 ; 2 622 ; 3 943 ; 14 160 ; 400 ; 553 ; 106 ; 1 
WARSZAWSKIE;SKIERNIEWICKI; 1 778 ; 24 604 ; 2 042 ; 7 483 ; 9 251 ; 71 ; 138 ; 140 ; 3 
WARSZAWSKIE;SOCHACZEWSKI; 6 188 ; 29 430 ; 1 872 ; 6 169 ; 11 055 ; 1 471 ; 129 ; 35 ; 10 
WARSZAWSKIE;WARSZAWSKI; 4 025 ; 29 823 ; 1 971 ; 7 797 ; 18 891 ; 428 ; 308 ; 36 ; 2 
WARSZAWSKIE;ŁOWICKI; 8 396 ; 33 044 ; 2 572 ; 10 617 ; 12 884 ; 1 355 ; 90 ; 693 ; 10 
WOŁYŃSKIE;DUBIEŃSKI; 43 006 ; 43 462 ; 22 455 ; 32 065 ; 20 950 ; 494 ; 11 497 ; 1 687 ; 114 
WOŁYŃSKIE;HOROCHOWSKI; 32 621 ; 19 459 ; 12 220 ; 12 131 ; 13 041 ; 112 ; 1 812 ; 1 267 ; 43 
WOŁYŃSKIE;KOSTOPOLSKI; 6 420 ; 30 322 ; 4 867 ; 15 949 ; 15 343 ; -   ; 5 697 ; 2 295 ; 55 
WOŁYŃSKIE;KOWELSKI; 21 948 ; 66 191 ; 10 145 ; 13 120 ; 28 948 ; 9 ; 3 816 ; 2 199 ; 42 
WOŁYŃSKIE;KRZEMIENIECKI; 22 113 ; 50 956 ; 20 376 ; 36 916 ; 18 589 ; 332 ; 24 393 ; 2 757 ; 158 
WOŁYŃSKIE;LUBOMELSKI; 4 120 ; 21 645 ; 3 643 ; 3 168 ; 9 146 ; -   ; 1 682 ; 997 ; 9 
WOŁYŃSKIE;RÓWIEŃSKI; 34 278 ; 36 628 ; 16 747 ; 26 570 ; 17 333 ; 4 772 ; 5 551 ; 1 494 ; 97 
WOŁYŃSKIE;SARNEŃSKI; 1 521 ; 44 398 ; 6 026 ; 9 883 ; 19 117 ; -   ; 7 058 ; 2 743 ; 132 
WOŁYŃSKIE;WŁODZIMIERSKI; 29 396 ; 25 991 ; 9 617 ; 17 799 ; 14 490 ; 830 ; 1 468 ; 1 568 ; 24 
WOŁYŃSKIE;ZDOŁBUNOWSKI; 14 111 ; 14 984 ; 9 051 ; 11 968 ; 9 161 ; 1 626 ; 2 419 ; 632 ; 138 
WOŁYŃSKIE;ŁUCKI; 40 440 ; 55 357 ; 18 936 ; 26 739 ; 26 342 ; 283 ; 5 206 ; 2 030 ; 228 
ZIEMIA WILEŃSKA;BRASŁAWSKI; 5 497 ; 37 183 ; 5 955 ; 19 992 ; 14 666 ; -   ; 370 ; 2 ; 1 
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 5 343 ; 39 976 ; 7 772 ; 24 432 ; 15 160 ; -   ; 56 ; -   ; 3 
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 1 739 ; 21 515 ; 4 672 ; 13 115 ; 9 132 ; -   ; 313 ; 1 ; -   
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 1 236 ; 31 147 ; 8 106 ; 21 420 ; 10 432 ; -   ; 2 960 ; 1 ; -   
ZIEMIA WILEŃSKA;POSTAWSKI; 4 563 ; 27 382 ; 3 278 ; 10 734 ; 10 368 ; -   ; 144 ; 29 ; -   
ZIEMIA WILEŃSKA;WILEJSKI; 1 184 ; 34 678 ; 8 910 ; 16 151 ; 15 616 ; -   ; 903 ; 8 ; 1 
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 3 462 ; 73 418 ; 13 059 ; 29 678 ; 22 316 ; -   ; 11 827 ; 6 ; 2 
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 5 372 ; 38 267 ; 6 137 ; 17 768 ; 16 191 ; -   ; 1 374 ; 3 ; 1 
ŁÓDZKIE;BRZEZIŃSKI; 2 572 ; 34 343 ; 1 083 ; 8 421 ; 15 041 ; 101 ; 73 ; 36 ; 6 
ŁÓDZKIE;PIOTRKOWSKI; 4 348 ; 56 916 ; 2 733 ; 11 661 ; 22 653 ; 3 ; 250 ; 397 ; 1 
ŁÓDZKIE;RADOMSZCZAŃSKI; 3 876 ; 54 346 ; 3 916 ; 9 093 ; 24 876 ; 21 ; 216 ; 813 ; 8 
ŁÓDZKIE;SIERADZKI; 4 278 ; 50 968 ; 1 309 ; 10 219 ; 19 426 ; 349 ; 198 ; 265 ; 10 
ŁÓDZKIE;WIELUŃSKI; 2 420 ; 36 419 ; 1 443 ; 10 405 ; 22 558 ; 1 017 ; 318 ; 253 ; 15 
ŁÓDZKIE;ŁASKI; 3 088 ; 40 716 ; 1 105 ; 7 541 ; 15 925 ; 18 ; 220 ; 275 ; 13 
ŁÓDZKIE;ŁÓDZKI; 1 153 ; 26 553 ; 634 ; 6 410 ; 12 464 ; -   ; 58 ; 7 ; 3 
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 9 823 ; 35 311 ; 2 920 ; 8 337 ; 15 412 ; 2 845 ; 35 ; 190 ; 12 
ŚLĄSKIE;BIELSKI (BIELSKO); 834 ; 3 165 ; 473 ; 4 239 ; 3 257 ; 55 ; -   ; -   ; 4 
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 1 740 ; 3 209 ; 978 ; 6 306 ; 4 691 ; 53 ; 6 ; -   ; 40 
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;
ŚLĄSKIE;KATOWICKI; 273 ; 2 630 ; 226 ; 1 219 ; 2 215 ; -   ; 5 ; -   ; 3 
ŚLĄSKIE;LUBLINIECKI; 1 179 ; 8 142 ; 849 ; 3 707 ; 4 935 ; 99 ; 2 ; -   ; 5 
ŚLĄSKIE;PSZCZYŃSKI; 1 782 ; 15 412 ; 1 008 ; 8 357 ; 11 101 ; 231 ; 7 ; -   ; 15 
ŚLĄSKIE;RYBNICKI; 3 069 ; 18 016 ; 1 069 ; 7 884 ; 11 837 ; 642 ; -   ; 1 ; 29 
ŚLĄSKIE;TARNOGÓRSKI; 190 ; 2 121 ; 242 ; 762 ; 1 761 ; 23 ; -   ; -   ; 4 
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 163 ; 1 317 ; 151 ; 519 ; 1 253 ; -   ; -   ; -   ; -   
