District,Pszenica (za q = 100kg),Żyto (za q = 100kg),Jęczmień (za q = 100kg),Owies (za q = 100kg),Gryka (za q = 100kg),Ziemniaki jadalne (za q = 100kg),Ziemniaki fabryczne (za q = 100kg),Siano (za q = 100kg),Słoma (za q = 100kg),Koń roboczy (cena minimalna),Koń roboczy (cena maksymalna),Krowa dojna (cena minimalna),Krowa dojna (cena maksymalna),Wieprz (kg)
TORUŃ (MIASTO),41.09603594605184,27.773583881147342,29.003038610283767,27.20924400547817,0.0,5.341073823297566,0.025574267336220553,6.550373556874374,2.9224743561439515,195.50345692825053,561.3166263352348,245.89094582728418,472.6346458729356,2.1162745337594133
TORUŃSKI,40.752721085370666,27.549837615957237,28.767644675666034,27.043950594064945,0.0,5.354400340680848,3.2999858279469363,6.517700006647993,2.915775633736001,197.23330009610783,557.5822521422434,245.12621083079554,469.2151394154756,2.0961436453093043
TUCHOLSKI,44.43590676556786,30.613543881811662,30.66969198138586,29.526439307405465,0.0,10.090710135774875,0.4985469446321759,5.978779051662872,3.852664594267578,279.12322074096596,542.2806184861736,282.2331018501094,486.8171984594187,2.1615722114237776
WĄBRZESKI,38.82143567924975,24.481138192105107,26.439629247473516,27.070489347039302,0.0,5.319939645592072,3.6721707288157663,3.766328952631555,2.7117568458947194,274.9420135421035,510.3375730815757,255.16878654078786,470.7911190789444,1.845501186789462
MORSKI,73.09388469460416,54.08135756604972,56.61492847331786,49.46597874963081,0.0,14.626078329888298,0.010527024370173983,13.480361201974494,9.418891922848186,511.59200864138415,1153.105603439568,449.5890458229535,948.5885709395502,3.996222492409296
GDYNIA (MIASTO),1.9373064413375438,1.4282064436422675,1.4928442056987679,1.3129937066826225,0.0,0.3833154697909056,0.0,0.36266232012615834,0.253190367097626,13.57363633943227,30.288247968769628,11.76935535669379,24.911325065246913,0.10575348554485109
BYDGOSKI,41.14418660501657,28.526636046144823,29.923044803648413,25.68394678979822,0.0,8.647759948254391,0.0,6.772582473892424,3.9897393071531218,299.2304480364841,481.76102133873945,312.1971007847318,473.7815427244332,2.114561832791155
BYDGOSZCZ (MIASTO),41.35581339498343,28.67336395385518,30.076955196351584,25.816053210201776,0.0,8.692240051745609,0.0,6.807417526107575,4.010260692846878,300.7695519635158,484.2389786612605,313.8028992152682,476.2184572755668,2.1254381672088454
CHODZIESKI,41.0,28.8,27.5,27.6,0.0,6.1,3.25,7.33,3.25,225.0,469.0,283.0,500.0,2.06
CZARNKOWSKI,47.79786080229696,29.967696731549076,28.66483658585912,28.914702147057127,0.0,7.674091114737576,0.31796750695168646,10.400907936363112,4.450453968181556,247.78767133153752,524.2849635775115,317.5571839358128,550.3448552673503,2.3236371465560195
GNIEŹNIEŃSKI,81.1358997161568,54.313801573497216,56.324012972572696,51.8497401592907,32.3685865975802,15.630983750462875,5.132765474659008,13.460678617073441,6.573288309807662,485.34772868047344,980.4842147743941,511.89999376917376,912.5127663924819,3.6620769514097526
GOSTYŃSKI,45.80956308843757,33.01850319934715,31.555512564770176,30.979156118927868,0.29208724827722005,9.726770838983716,3.9764593544852143,9.515032730976168,4.03180982617479,233.86907707585107,483.5560762646494,305.8600587903132,553.7229578393008,1.9004351263424182
INOWROCŁAWSKI,42.58075719298446,28.222129767443185,29.45994247654157,27.479442141984155,0.0,7.06048369269719,0.0,6.436626087311604,3.1390930302735054,225.77703813954548,495.12508363935416,260.4357939943003,495.12508363935416,2.13894036132201
JAROCIŃSKI,76.26954843187642,51.76522128292744,53.83850477544218,47.840445566611116,36.0,13.90455149264778,4.0,16.762834925147395,5.829850477544218,532.9850477544219,865.5596589445013,553.0671350672903,879.6417462573697,3.976790848607279
KĘPIŃSKI,71.09604976677852,48.161668850832854,48.03257184771973,44.723145822289155,0.0,10.227928943700977,0.0,11.884645978470928,5.933413959266596,318.0704968605967,815.1033990923424,412.45149844343814,840.9029968868763,3.7370661673607173
KOŚCIAŃSKI,76.46555392155219,51.232825713853394,54.561306869167225,49.06930011422248,0.10863511125544523,14.326935008554091,0.018105851875907537,13.705672509236793,6.2941325045934695,427.2096316196468,872.3121264226805,483.47991572766034,930.2936992687481,3.649269052049708
KROTOSZYŃSKI,77.82014602432714,52.96790849619749,49.83923605103802,52.067169613752995,2.646436597807163,13.446637508186047,0.33080457472589536,11.35639405596263,6.254695585886679,458.0294782513456,891.3594628338652,526.1622607317728,927.3370722619331,4.033454899092559
LESZCZYŃSKI,47.63713758231822,30.752145416697996,31.765734879386393,29.895938737452017,0.0,7.229631335791227,5.0,7.932739221854182,3.6708360460827936,266.7548700256488,539.4458793991641,344.3062033718201,533.9517083930019,2.3148780000186804
MIĘDZYCHODZKI,40.88,28.88,30.5,25.19,0.0,8.0,0.0,8.63,6.25,333.0,450.0,267.0,367.0,2.0
MOGILEŃSKI,81.09381375084777,54.3866101706271,60.094446412836774,53.55699941816076,0.25807702535829563,11.196644357304496,4.716143291590186,12.86340492399003,6.16880976156,614.817398604743,983.4792356260789,570.974913255578,985.0971394206997,3.847474879106102
NOWOTOMYSKI,78.92112691132873,54.965395553996814,58.21536100565642,52.181385328559195,28.0,19.44977613110993,0.0,20.485731357331918,13.165843291776952,413.5955226221986,895.3855453228338,476.59766451041105,878.9888065554965,4.333190077237514
OBORNICKI,37.687657828999235,26.020981541476004,27.729581251398436,25.50712599362818,0.0,5.949790986603638,2.6820324930483137,7.8981584451569296,3.9050988723549294,200.304713109593,431.19611970117313,242.9981001178357,442.2472848220638,1.9648237982427676
OSTROWSKI (OSTRÓW WIELKOPOLSKI),93.94808593971797,64.0070226666091,63.23230513789992,58.62504841291171,29.353563402192837,16.61342937988901,9.169195425274104,16.84624385043825,10.10209938231211,664.3602047744807,897.8725759850848,630.3250462584589,1034.6456616416758,4.77081655942728
POZNAŃ (MIASTO),40.8,28.1,29.4,26.2,0.0,7.5,0.0,7.67,3.0,230.0,440.0,300.0,500.0,2.23
RAWICKI,42.92048248440623,27.809094572469608,30.205622470062288,26.412983645689113,36.0,9.329068632468077,0.07222185356098879,11.908888077834176,3.8155413321065974,274.5930372146592,428.40273999000135,325.820808725196,465.64856696392843,2.1785276321565905
SZAMOTULSKI,39.63,28.06,29.0,25.88,25.0,4.9,0.0,6.75,2.67,293.0,592.0,214.0,457.0,1.94
SZUBIŃSKI,39.32,28.1,28.18,26.97,0.0,7.12,3.89,6.79,4.15,145.0,407.0,223.0,447.0,1.77
ŚREDZKI,40.29,27.25,27.66,26.63,33.33,6.86,4.0,7.05,2.79,190.0,444.0,236.0,449.0,1.82
ŚREMSKI,39.63343276058576,26.915609801064964,32.55920540451407,26.826811968143563,29.599277640467335,6.275046859779075,4.933212940077889,7.567548650079481,4.607620886032748,212.12815642334922,488.388081067711,256.52707288405026,453.8555904871658,1.5687617149447688
WĄGROWIECKI,41.2,27.25,29.0,27.5,0.0,6.5,0.0,6.0,2.65,290.0,657.0,342.0,529.0,2.06
WOLSZTYŃSKI,41.0,27.53,27.58,26.92,0.0,9.09,5.4,9.7,7.24,200.0,436.0,245.0,401.0,1.74
WRZESIŃSKI,44.80885102627624,29.993124157272256,31.049512420728206,30.373543293019615,4.361173654404747,7.188090383893691,4.648282570249354,8.814478647349643,2.4795778023900565,273.2203029707496,551.4670833705306,288.813433251747,536.7523010414445,2.0944847710748062
WYRZYSKI,40.2,27.5,28.0,27.5,0.0,6.8,4.17,4.63,2.5,250.0,600.0,290.0,550.0,1.66
ŻNIŃSKI,38.01476556377419,28.59184507195992,29.928011567532906,27.4006119096449,0.0,6.615645790195071,3.8710006912146357,6.794277234951373,3.201749523298975,263.00521763074573,337.4487437519542,278.94324935737615,538.8917436268407,1.6939749633013292
POZNAŃSKI,39.06854419355452,26.909181849121314,28.179107878744748,25.09565837114525,0.0,7.215751645523021,0.0,8.185866789518762,2.9223678188762294,220.00066252787855,421.88541757296605,287.223446554907,479.0463785533669,2.1365468483480163
GNIEZNO (MIASTO),43.79148020676556,28.69136335050031,30.8751299046707,26.980233379494283,0.012162722656758239,8.939225840169705,0.0018079722868154138,6.956496048264795,3.4128106517536407,291.9207825220806,503.36867630255784,301.99201524715846,466.11872432025575,2.0837905647236914
INOWROCŁAW (MIASTO),43.41924280701554,28.77787023255681,30.040057523458426,28.020557858015845,0.0,7.19951630730281,0.0,6.563373912688396,3.2009069697264945,230.2229618604545,504.87491636064584,265.5642060056997,504.87491636064584,2.1810596386779904
DOLIŃSKI,37.87549986834355,30.300399894674843,30.300399894674843,30.300399894674843,0.0,7.575099973668711,0.0,5.207881231897239,3.7875499868343554,189.37749934171777,473.4437483542944,473.4437483542944,852.19874703773,1.8369617436146624
HORODEŃSKI,38.24240859289112,25.995094554352484,23.120824354377227,21.630101165915484,26.306879796383697,4.871644406737722,3.8973155253901774,5.358808847411494,6.820302169432811,341.01510847164053,519.3172937582411,341.01510847164053,548.5471601986675,1.627129231850399
KAŁUSKI,38.42594398512488,26.82206981139905,22.82729345650983,24.158885574806238,19.022744547091527,6.657960591482034,0.0,6.657960591482034,5.231254750450169,221.6149739736163,332.8980295741017,237.78430683864408,392.81967489744,1.9022744547091526
KOŁOMYJSKI,82.00759140710889,59.014905445647514,51.60917564562277,52.56989883408451,0.6931202036163022,14.628355593262278,0.10268447460982255,18.141191152588505,11.42969783056719,441.98489152835947,805.6827062417589,518.9848915283594,1014.4528398013325,3.422870768149601
KOSOWSKI (KOSÓW HUCULSKI),37.67,27.89,25.57,29.22,25.0,7.13,4.0,6.25,4.79,186.0,311.0,308.0,517.0,2.29
NADWÓRNIAŃSKI,64.07113743414916,42.950379319950905,37.64500641518856,38.47632364469651,16.70928219021889,13.711229629191164,0.0,8.22951066666812,6.3613812888925985,317.9105073410389,459.0206809916597,467.6379576277327,812.2201690667754,3.2184704766365084
ROHATYŃSKI,38.1,26.14,23.92,23.8,0.0,5.0,0.0,7.0,4.0,200.0,347.0,239.0,414.0,1.86
STANISŁAWOWSKI,60.2611112494218,38.15854588934641,35.24479865059496,36.04107362651058,36.953413301450674,11.12384412500668,3.0,9.064866573586018,6.369084720007247,252.73959636805685,480.97856379043515,397.0418781839926,789.203049814825,2.682546951154293
STRYJSKI,91.30184638277404,66.2389334937983,62.22879719682807,63.87879719682806,0.7064691827734085,19.599060037910647,3.0,12.93034099951495,11.304598167440439,292.3015135145149,606.0133388272048,483.7846967702076,912.3913773891122,4.607541964377692
ŚNIATYŃSKI,39.33,28.0,25.0,28.33,0.0,5.0,0.0,5.5,3.5,277.0,517.0,267.0,553.0,1.97
TŁUMACKI,39.45639317860847,27.61947522502593,23.673835907165085,23.80206918499556,0.0,7.151471263622786,0.0,5.918458976791271,3.7779496468517615,128.23327783047753,246.60245736630296,295.92294883956356,493.2049147326059,1.4796147441978178
ŻYDACZOWSKI,37.1526537488824,26.17066661152687,25.850802908497098,25.850802908497098,22.29353081722659,5.495839988420642,0.0,4.361777768587811,2.9078518457252076,242.3209871437673,361.5429128185008,322.77155487549805,460.4098755731579,2.0354962920076454
BIELSKI (BIELSKO),39.33,28.33,28.0,27.33,0.0,10.67,0.0,8.83,5.5,167.0,450.0,285.0,560.0,2.38
BIELSKO (MIASTO),43.06,30.13,28.2,28.63,0.0,10.63,0.0,8.86,5.64,313.0,525.0,306.0,493.0,2.38
CIESZYŃSKI,44.5,32.25,30.67,30.0,0.0,12.5,0.0,11.0,5.67,200.0,550.0,217.0,517.0,2.32
TARNOGÓRSKI,43.0,32.0,33.5,30.5,0.0,10.0,0.0,10.0,4.0,225.0,700.0,250.0,625.0,2.53
KATOWICE (MIASTO),44.0,34.0,36.0,32.0,0.0,8.0,0.0,12.0,8.0,300.0,750.0,450.0,650.0,2.25
KATOWICKI,38.95594942154512,30.10232455301214,31.873049526718734,28.331599579305543,0.0,7.082899894826386,0.0,10.624349842239578,7.082899894826386,265.60874605598946,664.0218651399737,398.4131190839842,575.4856164546438,1.992065595419921
LUBLINIECKI,41.5,28.5,30.0,30.5,0.0,9.0,0.0,8.0,4.5,275.0,425.0,320.0,450.0,2.22
PSZCZYŃSKI,41.67,30.0,30.0,28.67,0.0,8.75,0.0,10.75,4.88,320.0,700.0,370.0,663.0,2.68
RYBNICKI,42.0,31.0,31.5,28.67,0.0,10.0,0.0,10.75,4.88,300.0,400.0,400.0,500.0,2.3
ŚWIĘTOCHŁOWICKI,41.83540331748823,30.51523536099141,32.15912062076095,30.51523536099141,0.0,8.859261878997508,0.0,11.152826343226861,6.231014188228246,295.3087292999169,738.2718232497922,442.9630939498753,639.83558014982,2.214815469749377
CHORZÓW,48.20864726096665,35.38244008599645,37.307829852520314,35.15316505970304,0.0,10.057838226176106,0.0,12.882823814533559,7.346085916945367,339.08252464409367,847.7063116102341,508.62378696614047,734.6788033955362,2.5431189348307024
BORSZCZOWSKI,37.40363502665213,24.853731169025426,25.591960807709352,25.591960807709352,0.0,4.921530924559491,3.4450716471916434,6.053483037208174,4.429377832103541,472.46696875771113,659.4851438909717,308.08783587742414,442.93778321035416,1.7914372565396546
BRODZKI,39.73143857776946,28.314903220679394,27.284624064844838,25.056788406915732,28.113349870014684,6.099921214254039,4.0484466493352915,7.068673125432776,4.545418733751836,252.02264760974842,429.54187337518357,227.62823072643957,354.7235483101909,1.8197420096041312
BRZEŻAŃSKI,38.11905079126227,26.309085601673516,23.678548034216814,26.114119905286223,25.982871345358205,6.075377582121188,2.900810977676766,5.099325894726213,3.215462784504923,186.43342830740178,403.55440826121685,234.5068370902663,398.5921175707175,1.9075769035937742
BUCZACKI,37.028375312316236,25.88152699690168,23.394619921240412,24.89855977332015,19.659344471630597,3.194643476639972,0.0,5.4063197296984145,3.9318688943261195,205.44014972853975,339.12369213562783,288.00939650938824,409.89733223349793,1.5629178854946326
CZORTKOWSKI,42.519211229964704,28.87864072425606,31.265351105672917,27.851731847414264,31.361280906717802,3.9620391905329706,0.16070238153736738,6.437766992117034,4.826886882296989,285.20960348395835,247.4869629686999,210.635150732928,458.14958605316593,1.9559970194812273
KAMIONECKI,42.94897076492002,29.322531003287956,26.471112925259252,23.424073107375897,0.0,4.91354016847761,2.9524760470359905,7.631199073287544,5.859661306624984,198.6619596800744,444.1265985352974,226.45404402481336,447.7636169558141,2.0990228086433387
PODHAJECKI,34.755171823091636,23.70600870355535,18.512707166771545,19.487060175548997,24.358825219436245,5.846118052664699,0.0,5.358941548275974,3.897412035109799,196.81930777304487,328.35696395800056,182.20401264138312,321.53649289655846,1.6953742352727625
PRZEMYŚLAŃSKI,37.0,27.14,25.57,26.43,27.8,6.29,4.75,6.67,4.33,272.0,537.0,293.0,488.0,1.79
RADZIECHOWSKI,39.26856142223055,25.68509677932061,23.215375935155166,25.023211593084266,29.636650129985316,8.150078785745961,3.951553350664709,5.601326874567225,3.7045812662481645,164.9773523902516,370.4581266248165,214.37176927356046,385.2764516898091,1.6102579903958687
SKAŁACKI,36.215363224586156,23.463073552163713,21.83936429379868,23.38711054592441,24.14674060831741,3.7506734330654257,2.5637514605763667,5.697225467947481,3.9595717002234996,240.23300723178548,391.20948213239376,216.4945677820043,367.47104268261256,1.9370566591021439
TARNOPOLSKI,37.21244504919566,25.98709201142621,20.48616845769233,24.506497593922845,26.959937863228788,4.141670373539274,3.0524427355441013,6.077443174912108,5.689104292170943,252.35338450810266,555.0187434821088,254.00653488015658,505.6325332245555,1.7278084928834465
TREMBOWELSKI,42.017715587406705,28.926590076276177,24.324642052926833,26.166388345755994,27.849904884734585,5.7915288044429545,3.4703403809563875,6.454495770641124,5.99381066760204,183.4756541990528,422.9673570730362,254.79469980697115,440.08852748730766,1.8307499677678691
ZALESZCZYCKI,36.41207999598487,24.49346913061479,22.881802722099163,24.310105886532178,24.126742642449557,3.541805819911595,2.4126742642449557,5.935178690042592,4.342813675640921,254.77840230426733,524.0328501940044,261.5338902441532,464.1985284407295,1.688871984971469
ZBARASKI,38.39,26.64,24.8,24.57,25.5,5.0,0.0,5.5,3.2,208.0,375.0,229.0,429.0,1.63
ZBOROWSKI,38.75,28.0,24.0,26.0,24.0,6.0,5.0,5.17,3.25,300.0,450.0,200.0,300.0,2.2
ZŁOCZOWSKI,41.445533694427795,29.439596564917085,25.396032941366744,27.748508988402733,29.0,8.069384971327453,0.04752395296400937,6.86611685840873,4.087127247100684,202.89896113080457,344.6058294619973,241.16826353093396,369.6058294619973,2.051365808956246
KOPYCZYNIECKI,39.34236611223531,25.570311788384778,21.693901008413526,25.568113087576705,0.6989120193657145,3.8901067332197687,0.07420615227241169,5.909022885903445,3.944020829819449,246.29173819294624,394.26466418144037,341.33998294539197,585.0482476888543,1.779302968195248
BŁOŃSKI,41.8,28.0,27.5,27.0,45.0,8.75,0.0,9.5,4.5,254.0,530.0,240.0,490.0,1.92
CIECHANOWSKI,40.17,26.22,26.79,29.0,34.0,7.5,5.0,6.7,3.5,226.0,433.0,233.0,400.0,1.8
GOSTYNIŃSKI,40.4,26.33,25.17,22.67,29.0,11.2,0.0,5.33,3.83,220.0,490.0,200.0,400.0,2.11
GRÓJECKI,43.83,26.5,28.75,28.67,0.0,6.19,0.0,7.5,3.92,317.0,533.0,333.0,475.0,2.0
KUTNOWSKI,44.92,30.0,26.8,26.2,0.0,12.67,0.0,5.33,3.17,250.0,550.0,290.0,490.0,1.79
LIPNOWSKI,41.044980873782784,27.860835502204072,29.850895180932934,27.860835502204072,0.0,8.457753634597665,0.0,4.4776342771399404,3.482604437775509,323.3846977934401,522.3906656663263,348.2604437775509,510.45030759395314,1.8706560980051303
ŁOWICKI,42.0,27.14,27.0,28.57,0.0,13.2,0.0,7.6,4.4,236.0,543.0,279.0,493.0,2.08
MAKOWSKI (MAKÓW MAZOWIECKI),42.5,23.33,24.75,26.0,40.0,5.75,3.5,5.0,3.67,155.0,358.0,172.0,342.0,1.84
MIŃSKI,43.33,25.75,26.67,29.25,0.0,7.5,0.0,7.0,4.0,200.0,413.0,256.0,488.0,1.98
MŁAWSKI,42.82,26.68,27.56,29.06,34.0,7.05,0.0,4.67,3.0,223.0,418.0,226.0,381.0,1.93
NIESZAWSKI,40.36,26.09,28.5,29.25,0.0,6.5,0.0,6.75,3.75,284.0,464.0,221.0,409.0,1.78
PŁOCKI,39.38,27.0,26.58,28.13,31.67,9.14,0.0,4.13,2.5,221.0,469.0,246.0,427.0,1.9
PŁOŃSKI,39.3,25.6,28.2,31.6,40.0,6.0,0.0,7.5,3.5,240.0,400.0,266.0,430.0,1.88
PRZASNYCKI,38.5,24.5,25.0,25.0,0.0,5.0,0.0,8.0,5.0,225.0,400.0,175.0,350.0,1.85
PUŁTUSKI,41.86,25.44,25.13,29.08,27.5,8.72,0.0,5.5,3.13,333.0,556.0,272.0,461.0,2.06
RADZYMIŃSKI,41.4,27.64,26.75,27.5,35.67,10.71,0.0,4.88,3.3,250.0,417.0,267.0,467.0,2.01
RAWSKI (RAWA MAZOWIECKA),43.5,26.5,24.0,24.0,30.0,6.0,4.75,7.67,4.0,350.0,517.0,313.0,450.0,1.9
RYPIŃSKI,39.88,26.06,26.63,25.5,0.0,6.43,0.0,4.5,4.0,275.0,531.0,220.0,379.0,1.98
SIERPECKI,38.87501912621722,25.469164497795926,25.899104819067066,27.139164497795928,32.0,7.122246365402336,0.0,5.0223657228600596,3.517395562224491,273.6153022065599,502.60933433367364,218.7395562224491,352.5496924060468,2.0493439019948694
SKIERNIEWICKI,41.0,28.17,27.0,28.17,0.0,8.0,4.0,9.25,4.13,297.0,442.0,295.0,450.0,2.04
SOCHACZEWSKI,41.67,27.0,26.0,26.92,0.0,9.33,0.0,7.5,4.0,220.0,480.0,230.0,430.0,1.84
WARSZAWSKI,40.67,27.5,27.5,29.0,0.0,9.0,0.0,7.0,5.67,225.0,575.0,263.0,700.0,2.18
WŁOCŁAWSKI,41.2,27.1,28.63,29.5,0.0,8.0,0.0,5.33,3.5,230.0,450.0,272.0,450.0,1.92
DUBIEŃSKI,37.6,24.02,22.22,23.95,27.0,4.5,2.7,4.88,3.33,238.0,575.0,198.0,410.0,1.83
HOROCHOWSKI,36.0,24.5,22.16,23.0,25.5,4.5,0.0,3.8,2.3,194.0,394.0,180.0,370.0,2.0
KOWELSKI,37.8,24.56,24.95,29.16,24.0,5.85,0.0,5.64,3.48,156.0,300.0,168.0,300.0,1.92
KRZEMIENIECKI,39.13,24.43,22.7,24.0,29.7,4.25,4.3,6.05,3.2,163.0,330.0,150.0,338.0,1.59
LUBOMELSKI,38.8,25.17,23.67,28.0,24.4,6.67,5.67,5.67,4.32,148.0,342.0,202.0,317.0,1.84
ŁUCKI,36.0,24.7,26.86,27.86,23.67,5.04,2.7,6.38,2.85,204.0,338.0,193.0,286.0,1.81
RÓWIEŃSKI,37.56,26.09,26.48,24.89,29.0,5.28,3.5,4.5,3.0,214.0,527.0,207.0,493.0,2.26
WŁODZIMIERSKI,38.75,26.0,24.75,28.0,0.0,7.33,0.0,7.0,3.33,188.0,475.0,200.0,475.0,1.65
KOSTOPOLSKI,36.9,24.0,24.0,21.0,21.0,5.28,0.0,6.6,3.0,200.0,350.0,125.0,200.0,1.6
ZDOŁBUNOWSKI,38.89,23.63,21.38,22.65,21.75,6.0,0.0,5.42,3.15,204.0,359.0,199.0,361.0,2.0
SARNEŃSKI,35.22,26.05,26.44,29.33,24.1,7.03,0.0,9.83,4.27,156.0,319.0,139.0,266.0,1.6
OSZMIAŃSKI,33.872109784606685,27.39655938460835,26.20107315691635,27.326822687992983,20.921008984610012,8.169155889228671,0.0,6.375926547690671,4.353562345845036,147.44330141534675,381.55935433836356,174.34174153841678,323.7775199999169,1.6936054892303343
ŚWIĘCIAŃSKI,45.2,37.2,31.2,33.8,27.0,10.8,0.0,8.52,4.45,148.0,300.0,110.0,238.0,2.03
WILNO (MIASTO),42.4,30.71,30.57,31.43,0.0,9.94,0.0,7.91,5.94,143.0,364.0,164.0,357.0,1.75
DZIŚNIEŃSKI,39.6,31.29,28.67,25.43,24.0,8.64,6.0,7.24,4.1,177.0,357.0,114.0,241.0,1.58
WILEJSKI,35.93,26.88,24.25,28.24,25.0,8.88,7.0,6.35,3.69,215.0,377.0,136.0,253.0,1.77
WILEŃSKO-TROCKI,42.527890215393306,30.81344061539165,30.66892684308365,31.533177312007012,31.278991015389984,9.970844110771328,0.0,7.934073452309329,5.956437654154964,143.55669858465322,365.4406456616364,164.65825846158322,358.2224800000831,1.7563945107696655
POSTAWSKI,41.33,34.5,29.75,28.5,28.0,7.0,0.0,6.8,5.2,167.0,417.0,127.0,260.0,1.83
MOŁODECZAŃSKI,34.0,25.0,25.18,25.5,24.5,6.15,3.5,7.05,4.23,145.0,383.0,115.0,282.0,2.16
