District,Pszenica (za q = 100kg),Żyto (za q = 100kg),Jęczmień browarniany (za q = 100kg),Jęczmień innych gatunków (za q = 100kg),Owies (za q = 100kg),Gryka (za q = 100kg),Groch (za q = 100kg),Ziemniaki jadalne (za q = 100kg),Ziemniaki fabryczne (za q = 100kg),Siano koniczyny (za q = 100kg),Siano łąkowe (za q = 100kg),Słoma (za q = 100kg)
POZNAŃ (MIASTO),30.25,19.42,23.67,20.13,18.1,0.0,0.0,7.88,0.0,9.0,7.0,4.4
RAWICKI,31.030830623673268,18.8286094337025,23.745484143381777,21.70630378782494,22.365623133652505,0.0,30.541663901707416,9.226540867593444,3.587207888174894,11.022499170512225,10.31534648029149,4.44499966820489
SZAMOTULSKI,30.6,19.65,23.61,22.13,19.9,0.0,30.71,7.29,5.2,8.43,6.31,3.25
SZUBIŃSKI,30.85,18.45,22.11,19.47,19.56,0.0,28.25,7.45,5.08,9.0,7.11,4.08
ŚREDZKI,30.42,19.25,22.41,20.21,20.44,0.0,34.56,7.5,4.67,10.8,8.06,3.54
ŚREMSKI,30.191263193276683,19.04220194870065,23.876750629976982,20.828025033008846,19.949913129674982,0.0,30.388591710879798,7.330754428955743,5.308137123523808,10.853068468171356,9.047512532102848,3.99590248146309
WĄGROWIECKI,29.15,19.6,23.69,21.19,20.56,0.0,29.17,6.0,0.0,11.5,8.0,4.42
WOLSZTYŃSKI,30.35,18.1,22.06,19.64,21.15,0.0,34.0,8.11,7.5,9.88,9.33,4.89
WRZESIŃSKI,29.7,19.2,21.84,20.07,20.55,0.0,32.33,7.5,7.0,10.2,7.57,3.68
WYRZYSKI,29.38,18.44,22.22,21.0,20.13,0.0,32.5,8.09,6.33,6.75,6.33,3.5
ŻNIŃSKI,28.421443743816972,18.662516565026287,25.685615638176436,22.013092856574424,20.64236669053117,0.0,27.856743306701826,7.67423158843678,4.741299166690295,9.863287484581003,8.752486550511943,4.8609115787009705
POZNAŃSKI,28.981103663789796,18.60231417920829,22.655693921102838,19.30408010928539,17.36828882639437,0.0,33.557291272513694,7.547486672492151,3.784281480870907,8.607806830349345,6.71422340348721,4.208995818480675
GNIEZNO (MIASTO),29.15141099632129,18.61475641933769,22.39791715793085,19.53796805846387,20.370865515501624,0.0,0.10200445137721481,7.104715657623227,0.016686559807771624,9.533163664889923,8.068066933233155,3.6627418291419174
INOWROCŁAW (MIASTO),30.544932439819075,19.488171771520932,25.90008320930113,22.91122370444611,21.447086447000235,0.0,0.32466942961901296,8.835311036311301,0.06239892941626676,13.126747825376793,10.238863303793899,5.907036521419556
DOLIŃSKI,33.93326153211339,18.857116355071454,17.186232627406895,18.331981469234023,20.050604731974712,0.0,26.256744291871648,9.041867943419074,5.728744209135632,11.266530277966744,8.793622361023196,5.155869788222069
HORODEŃSKI,27.86580600653977,15.978993654099726,17.32356751035934,15.959507076472775,16.729226892737337,19.486577626950886,25.332550915036155,7.307466610106583,0.0,10.32788614228397,8.184362603319373,4.3844799660639495
KAŁUSKI,29.62792463209505,17.187049698297194,18.547175933414238,17.120470092382373,18.414016721584595,19.26052885393017,0.0,9.749156580384406,0.0,10.804918902747985,8.21782564434354,5.392948079100448
KOŁOMYJSKI,33.26419399346023,19.661006345900272,20.95643248964066,19.300492923527223,19.970773107262666,26.513422373049114,27.667449084963845,9.762533389893418,0.0,9.852113857716029,7.765637396680627,4.1155200339360505
KOSOWSKI (KOSÓW HUCULSKI),34.64,22.18,21.25,20.0,20.11,0.0,30.0,10.8,0.0,10.56,9.58,5.82
NADWÓRNIAŃSKI,52.85143896662062,29.427927944098496,31.924553583972052,30.715741769820355,31.878431672571764,42.64548367994725,39.0846609678917,16.505840156259943,6.0,17.454221419420247,14.059985969880875,8.215869702768673
ROHATYŃSKI,28.15,15.65,16.4,16.11,16.16,22.33,23.5,6.83,5.5,9.3,7.33,4.04
STANISŁAWOWSKI,48.034359004515636,26.21337892248368,28.91797956261532,27.18156058309007,28.29406121500953,44.81443705757516,13.540592064400862,14.122504389553786,6.096998742592667,16.062249516332603,13.444576626288528,7.73454177471509
STRYJSKI,73.93391976343503,40.43539824624041,39.33594024681693,38.6701914049898,41.61228419367404,58.78325931133574,60.71187304517655,18.753144416555443,13.674836047989022,22.14489591690826,17.062685804830956,10.97695985090386
ŚNIATYŃSKI,31.43,17.57,17.8,16.33,18.29,0.0,28.5,10.17,6.0,10.25,9.75,4.97
TŁUMACKI,28.605885054491143,16.23630579299739,19.402681345580717,16.89720037873908,17.262172015641205,22.194221162967267,33.5379342018172,8.266114370918476,5.425254062058665,9.203203708910426,7.674268473239349,4.547349313834627
ŻYDACZOWSKI,28.942818704451565,15.85748539868813,16.477827125776177,16.477827125776177,17.447111074351245,24.716740688664263,25.201382662951797,6.784987640025484,4.846419742875346,10.458573805124995,8.40369183414585,4.507170360874072
BIELSKI (BIELSKO),37.29,19.43,25.0,22.5,22.25,0.0,0.0,10.5,0.0,13.67,10.17,6.5
BIELSKO (MIASTO),34.42,19.69,21.33,21.33,23.82,0.0,0.0,10.79,0.0,14.04,10.23,6.85
CIESZYŃSKI,38.14,21.5,24.6,23.0,23.18,0.0,0.0,12.46,0.0,13.29,10.06,6.79
TARNOGÓRSKI,39.71,22.33,28.0,23.0,29.71,0.0,0.0,10.71,0.0,17.33,12.29,6.71
KATOWICE (MIASTO),36.4,20.4,25.67,24.0,23.75,0.0,0.0,13.4,0.0,16.0,12.0,6.92
KATOWICKI,32.227194521460056,18.061394731807283,22.727255037524166,21.248699684479156,21.027359062765832,0.0,0.0,11.863857323834196,0.0,14.165799789652771,10.624349842239578,6.126708409024824
LUBLINIECKI,38.0,20.6,23.33,20.57,23.92,0.0,0.0,9.83,0.0,13.0,9.17,5.29
PSZCZYŃSKI,34.4,19.88,25.09,23.67,24.29,0.0,0.0,9.84,0.0,15.67,11.61,6.31
RYBNICKI,36.13,20.56,24.82,22.56,25.88,0.0,0.0,11.0,7.33,14.73,11.33,6.11
ŚWIĘTOCHŁOWICKI,37.159681770239544,20.917701658744114,25.26858360376289,22.640335912993628,26.33169502924259,0.0,0.0,10.335805525497092,0.0,15.749798895995568,11.812349171996676,7.136627624747992
CHORZÓW,42.5131237083004,23.9209036094486,29.014161358712943,26.110964402527213,29.890945907991576,0.0,0.0,12.20033715066871,0.0,18.08440131435166,13.563300985763744,8.156663966227185
BORSZCZOWSKI,28.23974444512236,16.181993679951606,17.550179276979144,16.979281689730243,18.140762987926284,23.229625963920796,23.26899821131727,6.47673469672029,0.0,7.559471500123378,7.382296386839236,4.025812296289663
BRODZKI,27.843486743787217,16.184945083837476,18.20710942590837,15.521364264874402,16.708078358895076,24.299763642762116,0.3027915583455712,6.082359303869995,3.5605583116691144,9.090837467503672,7.576424589326423,4.79917334907532
BRZEŻAŃSKI,26.771900333827887,14.93532023531786,16.25524530681197,15.946934819372188,14.505644025369858,19.907811590634225,21.557627969975556,3.9749367815076746,3.27458835423753,8.285447155258417,7.366690305229465,4.7747834570788825
BUCZACKI,27.82780209959311,14.312002775347075,15.727475577304478,14.882123765024362,16.710442800886007,24.77077403425455,25.06566420132901,5.89780334148918,5.89780334148918,11.657991271676943,9.829672235815298,4.344715128230362
CZORTKOWSKI,29.1518531935141,16.565602375108284,16.827234794152496,15.899683972712367,18.247527525068904,23.390553243720717,28.27234172458299,6.481412879183705,4.9150410592205604,9.349736335197093,8.82222364157815,4.998581000699477
KAMIONECKI,28.36171906667062,17.965055926895023,16.01289962896177,15.914304090070507,15.83621468848781,27.404739745059544,24.409000578797393,6.142724417068916,5.276617517447646,8.054885388654544,6.2170555315686595,3.9597832219674673
PODHAJECKI,26.219839466201176,13.748120953849815,16.076824644827923,15.102471636050472,15.589648140439197,21.630636794859385,21.435766193103895,5.729195691611404,2.9230590263323495,7.171238144602031,6.12868042521016,4.033821456338642
PRZEMYŚLAŃSKI,29.0,15.78,16.58,15.67,16.06,22.38,28.25,6.57,4.33,7.31,6.47,4.13
RADZIECHOWSKI,28.016513256212786,15.085054916162527,16.89289057409163,15.6086357351256,16.971921641104924,24.450236357237888,24.697208441654432,6.717640696130005,4.939441688330886,7.409162532496329,6.233575410673578,4.010826650924679
SKAŁACKI,27.426288088043915,15.084946634399376,16.481158523537957,16.178483218899526,15.748879560703037,24.29213412711045,21.675457299913667,5.692248471103454,3.905487801786246,6.444054872947306,6.1023246902910095,3.4758841435897594
TARNOPOLSKI,28.176872673365246,15.150034870531067,16.67030489696372,15.51846122561933,16.138270889454443,24.420884893426383,24.67430621703202,8.992013169426913,5.032189336813569,7.78982976335336,6.479337890704114,3.7931882834253057
TREMBOWELSKI,31.20197015764888,16.452201038263013,17.935693701957945,16.696541453608706,18.631497525938688,25.510081042961517,25.4800846368824,7.8049508116079025,6.27891009663455,8.326400035115796,7.725187994568613,4.58716984014543
ZALESZCZYCKI,27.099157335999344,15.363909714711879,16.126314782213285,13.993510732620743,15.86574596167483,21.878130228173262,21.231533525355612,6.514220513461381,3.0206681788346845,8.135537619033991,6.755487939885876,3.7444704581081716
ZBARASKI,27.58,14.75,15.44,13.83,14.42,23.09,21.8,7.22,4.8,9.19,6.88,3.73
ZBOROWSKI,28.0,13.8,16.0,15.0,16.25,18.5,22.0,9.0,0.0,8.0,8.0,4.25
ZŁOCZOWSKI,29.745045745880283,15.683079607161813,18.664395817394173,16.23294714114328,17.33178820014257,25.07142818912191,25.68738843109482,8.519817927555245,4.577214444172493,9.247922246822531,7.820976868555958,4.9079470500356415
KOPYCZYNIECKI,28.114964548961545,14.781205364643268,15.337178069668761,15.097534662330187,18.212898957731653,23.724697326518864,26.725032786397815,4.792868146771488,0.0,6.115699755280418,5.751441776125786,3.450865065675471
BŁOŃSKI,30.21,16.5,20.13,19.17,19.33,28.0,25.5,9.13,7.5,11.85,8.8,5.39
CIECHANOWSKI,28.9,15.9,19.42,18.24,18.6,29.5,25.56,5.45,4.71,9.47,6.78,3.81
GOSTYNIŃSKI,28.46,15.67,19.25,18.6,15.36,23.5,27.0,7.96,6.25,9.71,8.06,4.94
GRÓJECKI,30.63,16.25,19.3,18.07,19.28,31.0,0.0,8.1,6.5,10.89,8.4,4.89
KUTNOWSKI,29.69,16.92,21.64,19.11,17.7,0.0,29.8,8.11,6.0,10.25,7.38,3.72
LIPNOWSKI,29.67,17.0,22.8,20.05,20.33,0.0,30.0,8.45,5.0,10.5,8.14,5.0
ŁOWICKI,30.25,15.23,18.75,17.0,17.73,28.0,33.5,6.1,0.0,11.78,8.25,5.7
MAKOWSKI (MAKÓW MAZOWIECKI),29.7,15.28,19.33,16.6,16.93,23.11,24.5,5.3,4.0,7.86,6.05,4.01
MIŃSKI,33.4,17.4,21.0,18.0,20.2,0.0,0.0,6.25,5.5,11.0,8.0,4.8
MŁAWSKI,29.56,16.83,22.0,19.13,19.25,30.0,30.5,5.56,3.0,7.78,5.73,3.65
NIESZAWSKI,28.95,17.05,22.35,20.46,20.54,30.0,29.4,6.53,4.13,10.5,8.0,5.15
PŁOCKI,30.45,16.32,23.43,19.63,17.84,26.33,36.0,6.85,6.5,9.72,8.86,4.67
PŁOŃSKI,29.9,16.7,20.29,19.38,19.06,22.25,29.5,6.11,5.29,9.8,7.6,4.45
PRZASNYCKI,29.63,15.13,18.67,16.0,18.0,0.0,0.0,3.97,2.65,10.0,7.0,3.33
PUŁTUSKI,29.83,15.75,20.5,18.86,19.88,25.83,30.67,6.11,5.33,10.15,8.0,4.29
RADZYMIŃSKI,32.53,16.53,21.33,18.67,17.75,25.2,29.0,8.15,5.0,12.08,8.36,5.23
RAWSKI (RAWA MAZOWIECKA),31.18,15.89,20.0,18.86,19.12,32.5,38.6,6.48,4.5,9.7,6.86,3.9
RYPIŃSKI,29.8,17.19,22.23,21.27,20.08,0.0,24.0,6.55,4.5,9.0,7.0,5.0
SIERPECKI,28.5,15.25,20.21,18.82,18.68,26.38,24.38,5.58,4.25,8.67,6.71,4.13
SKIERNIEWICKI,30.5,15.1,16.5,16.33,18.33,30.0,0.0,6.42,4.33,10.67,8.5,4.0
SOCHACZEWSKI,31.27,16.27,18.33,16.5,17.18,0.0,20.0,9.25,9.0,10.8,9.0,5.2
WARSZAWSKI,30.64,16.94,20.2,18.67,19.77,0.0,0.0,10.28,8.0,14.38,10.38,6.36
WŁOCŁAWSKI,29.58,17.25,23.5,21.0,21.33,0.0,0.0,7.04,6.0,7.5,5.5,3.44
DUBIEŃSKI,30.8,16.25,17.25,16.5,19.63,19.2,25.8,7.71,6.6,12.0,8.48,3.47
HOROCHOWSKI,25.25,13.38,13.7,12.92,13.27,20.44,23.5,4.65,3.95,5.88,4.55,2.72
KOWELSKI,30.2,15.41,17.71,16.0,17.65,19.67,20.06,6.35,5.72,7.21,5.73,3.23
KRZEMIENIECKI,28.82,15.23,16.6,16.14,18.85,18.5,25.5,7.5,0.0,6.73,5.82,2.79
LUBOMELSKI,26.08,13.58,13.83,13.63,14.27,23.16,21.18,5.16,4.25,5.43,5.12,3.21
ŁUCKI,28.6,12.8,15.0,15.0,16.6,17.4,18.4,7.0,5.0,8.25,6.4,2.5
RÓWIEŃSKI,27.1,13.15,15.5,14.5,14.94,20.93,22.18,5.29,3.6,6.32,5.61,3.06
WŁODZIMIERSKI,27.35,13.4,16.17,15.23,14.56,22.08,21.33,6.9,0.0,5.92,4.98,2.91
KOSTOPOLSKI,26.68,13.32,14.86,13.86,13.83,18.63,19.14,5.29,4.0,6.4,4.76,3.17
ZDOŁBUNOWSKI,27.2,13.05,14.89,14.67,14.11,22.53,21.43,4.13,3.6,6.33,5.15,2.87
SARNEŃSKI,28.16,13.89,15.09,13.86,14.42,20.92,24.07,5.0,3.75,6.23,5.08,2.7
OSZMIAŃSKI,29.747682299069282,14.276098035688642,15.650907197534444,15.381922796303742,16.64714572061111,17.683233784610845,20.921008984610012,4.443223812921936,3.5864586830760024,9.713325599997505,7.053368743382804,5.230252246152503
ŚWIĘCIAŃSKI,31.0,15.54,15.71,17.5,15.82,20.0,17.0,6.62,0.0,9.25,6.36,4.15
WILNO (MIASTO),29.86,15.65,16.5,16.5,18.77,0.0,0.0,6.13,0.0,7.1,6.49,4.76
DZIŚNIEŃSKI,31.85,15.0,18.0,17.85,15.6,24.0,20.83,4.68,3.69,7.77,6.02,3.99
WILEJSKI,33.25,13.63,16.6,16.27,16.92,16.5,18.5,5.58,4.48,9.42,6.59,4.71
WILEŃSKO-TROCKI,29.972317700930713,15.703901964311356,16.559092802465557,16.558077203696257,18.832854279388886,19.496766215389155,23.518991015389986,6.146776187078063,0.01354131692399744,7.136674400002493,6.516631256617195,4.779747753847496
POSTAWSKI,29.69,12.5,16.4,15.82,13.65,24.0,18.71,4.48,0.0,6.93,4.99,3.83
MOŁODECZAŃSKI,30.75,14.57,17.0,16.4,15.54,20.75,23.33,4.86,0.0,10.47,8.24,5.1
