District,Pszenica,Żyto,Jęczmień,Owies,Ziemniaki,Buraki cukrowe,Gryka,Proso,Kukurydza,Mieszanki na ziarno: Jęczmień,Mieszanki na ziarno: Inne mieszanki zbóż,Groch,"Fasola, bób, soczewica",Len: Nasienie,Len: Włókno,Konopie: Nasienie,Konopie: Włókno,Rzepak i rzepik,Chmiel,Tytoń
STOŁPECKI,18405.740076645474,241959.46705808133,60988.85307045854,88307.06347414218,1572382.2580571629,0.0,18227.8641113578,0.0,15.723842235374423,714.4520815698254,818.6225363791809,7367.602827412628,109.08415550791007,4362.383480176692,1468.2137687280867,193.5998075230476,165.10034347143144,5.896440838265409,0.0,0.0
WOŁOŻYŃSKI,12572.0,179295.0,73381.0,109776.0,977691.0,0.0,11061.0,0.0,0.0,282.0,385.0,21309.0,1175.0,11743.0,6423.0,1251.0,638.0,5.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),10304.0,194285.0,74202.0,65673.0,848826.0,0.0,8516.0,0.0,0.0,910.0,1454.0,17936.0,705.0,4196.0,3112.0,150.0,136.0,50.0,0.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),41882.340008425665,433212.5916308259,76170.94757521649,141850.75137587838,2243093.421156433,33.09021454676738,24016.910417976003,19124.739352424265,118.12395782263182,1087.6299205204475,685.1217702342062,13480.186617593403,2236.2968366973864,5947.218902476984,4889.634276362624,2329.210939323447,1683.3189515043296,1096.0909630775836,0.0,0.0
DROHICKI,13866.0,164903.0,24191.0,60550.0,1201001.0,0.0,9900.0,12339.0,19.0,19.0,1406.0,1954.0,1615.0,6358.0,2977.0,411.0,218.0,28.0,0.0,0.0
KOBRYŃSKI,25505.0,224765.0,35932.0,56753.0,1017982.0,0.0,13465.0,14644.0,0.0,271.0,208.0,1904.0,897.0,9743.0,3490.0,145.0,83.0,78.0,0.0,0.0
KOSZYRSKI,3442.0,143008.0,23452.0,40256.0,606618.0,0.0,13371.0,9874.0,2299.0,14.0,17.0,3704.0,1137.0,5572.0,2779.0,2270.0,2397.0,0.0,0.0,0.0
ŁUNINIECKI,3139.0,123516.0,11452.0,28450.0,1045627.0,0.0,12066.0,10481.0,0.0,20.0,10.0,3257.0,112.0,4944.0,2753.0,797.0,792.0,18.0,0.0,0.0
PIŃSKI,8761.0,278789.0,34215.0,112377.0,1696820.0,0.0,21678.0,21859.0,0.0,110.0,530.0,1058.0,1877.0,10200.0,5669.0,1185.0,1637.0,70.0,0.0,0.0
PRUŻAŃSKI,9642.0,199318.0,30042.0,60100.0,1274927.0,0.0,13338.0,7034.0,0.0,1950.0,88.0,2465.0,567.0,4879.0,2772.0,75.0,62.0,217.0,0.0,0.0
STOLIŃSKI,16606.0,135292.0,20498.0,37871.0,805660.0,0.0,17623.0,38734.0,154.0,45.0,92.0,1719.0,1267.0,4064.0,1874.0,1398.0,1153.0,0.0,0.0,0.0
IWACEWICKI,2268.0,109794.0,17996.0,27920.0,771113.0,0.0,7874.0,2556.0,0.0,34.0,94.0,1083.0,181.0,2819.0,1778.0,95.0,77.0,136.0,0.0,0.0
BRODNICKI,37099.01264540561,298237.27308225096,64753.64067154239,37083.47002422924,1012385.4642024972,132767.8314537695,20.058825833849873,0.2748286326709306,26.72569086296302,29299.43869765702,16614.722415331937,9161.124424350712,50.058362000411385,13.334325662121493,6.832892495454575,0.0,0.0,481.07324123523586,0.0,40.946962082061674
CHEŁMIŃSKI,120827.62460805016,174406.70491671542,101473.06247261105,38662.253083734024,686385.7183919435,671230.2902537604,286.9667804116727,25.246978286159315,201.7090343410631,26242.931311753386,20446.91198877521,14069.449091399534,100.12758166289923,29.799223632030486,12.94828984890116,0.0,0.0,495.78460209627025,0.0,1703.0360273107533
CHOJNICKI,15826.429237308783,247941.88066721993,30406.59302494898,56937.38214490192,934679.6911072348,4095.033971825797,4660.836320052104,0.0,9.864370751253107,6101.482449770105,7779.949861144909,4411.698124569904,33.535131097377494,21.731527419186307,45.36841820790328,0.0,0.0,277.09626669042035,0.0,0.0
DZIAŁDOWSKI,7800.0,206989.0,42739.0,30251.0,955627.0,3375.0,1107.0,0.0,0.0,13196.0,13334.0,5997.0,65.0,12.0,9.0,0.0,0.0,1311.0,0.0,0.0
GRUDZIĄDZ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUDZIĄDZKI,106392.77592144543,178741.11604509148,83895.77593790882,56457.28363490547,711850.8347624366,355255.13574976585,219.18698605159412,0.0,107.63646636462211,40413.57906659325,15363.637803553924,17730.661550245022,783.7891778005664,46.968639868198736,21.52729327292442,0.0,0.0,705.5081113535686,0.0,2946.3036383988833
KARTUSKI,6770.340371939494,193034.47311644064,15481.499137165772,96068.63346731554,1141257.5252640406,0.0,76.01851540436637,0.0,33.78600684638505,2579.9370227975696,3335.4296758903465,3512.806211833868,375.40007607094503,8.446501711596262,2.8155005705320875,0.0,0.0,31.909006466030327,0.0,0.0
KOŚCIERSKI,9266.466767125248,184852.29384380596,14294.261937009182,66845.1858217284,853606.2693244978,0.0,655.6555081796413,0.0,0.8465262105686442,9938.103101931614,10059.750926866585,6858.800179158748,9.405846784096045,0.21163155264216105,0.07054385088072035,0.0,0.0,167.83715250061286,0.0,0.0
LUBAWSKI,25690.154623197042,269070.263451769,69001.218967563,52489.00178323662,963057.9901442573,30908.8876042444,131.6212110462975,6.725171367329069,42.272505737497006,15832.974876226152,18708.46600514271,6159.296233706666,18.254036568464617,13.450342734658138,10.568126434374252,0.0,0.0,520.7204115846222,0.0,0.0
SĘPOLEŃSKI,13297.0,178483.0,38424.0,47925.0,656372.0,25815.0,23.0,0.0,0.0,16168.0,12515.0,3751.0,20.0,62.0,31.0,0.0,0.0,222.0,0.0,0.0
STAROGARDZKI,35462.50842207817,182009.83429691324,41202.00326082818,45111.573383125375,725459.129820217,104769.68415814098,169.45594701442278,0.0,27.22235321937158,17408.037598172614,8352.318705736076,7571.77494389335,142.5744124833766,21.94559066950133,15.648530223167109,0.0,0.0,402.7041113611127,0.0,0.0
ŚWIECKI,63443.21722448889,334206.5296102233,88748.71411583663,64943.934869163226,1335462.615431615,203784.59578997467,133.71513729155487,0.0,20.03053967081373,39857.35740978907,19677.96224216446,6303.601901374729,347.07889414960215,39.26722211962015,18.089074039873385,0.0,0.0,255.23922742137424,0.0,121.0
TCZEWSKI,109920.0,118666.0,72235.0,52123.0,460973.0,480053.0,6.0,0.0,97.0,29074.0,9975.0,20807.0,1623.0,8.0,23.0,0.0,0.0,960.0,0.0,0.0
TORUŃ (MIASTO),835.0308276395239,1509.393258183737,550.9937148698815,248.62062739796716,4888.311957313081,5733.037757206426,0.8059769099899812,0.5967329045118129,0.5114853467244111,251.7825368140817,159.77717262753308,55.720903681038116,1.2322146989269904,0.09299733576807474,0.04649866788403737,0.0,0.0,1.8289476034388032,0.0,0.21699378345884107
TORUŃSKI,108276.78351834827,194103.2536353658,72242.31811046449,32326.751727629773,633047.6602315585,737711.8284320908,110.74155188475427,75.15628880932888,71.01418572607794,32268.87313596032,20621.54819953454,7442.219660367079,156.6311039700484,12.646559576433631,6.252152565987891,0.0,0.0,245.47938305844536,0.0,88.54423346168618
TUCHOLSKI,19149.01279575007,240196.04205668758,43386.324782753145,31159.974031599104,720236.1031832338,51425.68608005856,341.24177143605664,0.0,11.882736358561582,8298.6611223603,6632.589212764666,8753.140062285449,30.811562269643776,103.05565979169222,34.89397752905622,0.0,0.0,95.92273900312803,0.0,0.0
WĄBRZESKI,78146.61785591398,213338.99561062365,63585.990125040385,30920.61911886691,742060.020309994,270106.98874916276,70.61866786184166,0.0,30.13063162105244,40014.420374995796,9816.936415034148,8050.528136249949,194.90752329868297,4.707911190789444,2.824746714473666,0.0,0.0,312.60530306841906,0.0,161.95214496315688
MORSKI,12206.430822964448,171362.06532798873,19651.64243156911,94341.75718230176,929516.7756242696,1615.5773344183935,9.042009241245188,0.0,20.25729423778445,11039.642895958983,12647.024454605566,3130.7480951988405,40.04911305908813,0.3418667357615774,0.11395557858719246,0.0,0.0,88.78122297505605,0.0,0.0
GDYNIA (MIASTO),69.59435834488693,953.8810807206245,110.9613098889982,527.5590998647024,5151.890244891693,9.422665581606504,0.03479138060900863,0.0,0.11017270526186067,63.778399219747655,72.97492082739561,17.430481685113325,0.14496408587086929,0.0,0.0,0.0,0.0,0.5102735822654599,0.0,0.0
BYDGOSKI,69643.89191083811,252961.44129142936,100325.9846176724,60967.20635260685,845720.9998944758,161117.64244076452,35.9076537643781,2.992304480364841,77.79991648948588,36731.534931305214,14753.058523025456,5018.094613571839,59.846089607296825,101.7383523324046,72.81274235554447,0.0,0.0,1396.4087575035926,0.0,0.0
BYDGOSZCZ (MIASTO),179.10808916188924,650.5587085706006,258.01538232759214,156.79364739314147,2175.0001055241,414.357559235471,0.09234623562190127,0.007695519635158439,0.2000835105141194,94.46506869478156,37.94147697454282,12.905386428160702,0.15391039270316878,0.26164766759538693,0.187257644455522,0.0,0.0,3.5912424964072716,0.0,0.0
CHODZIESKI,17664.0,266072.0,42183.0,64964.0,1135278.0,39201.0,10.0,8.0,104.0,21396.0,3711.0,3786.0,30.0,36.0,18.0,0.0,0.0,97.0,0.0,0.0
CZARNKOWSKI,17364.324404356987,203087.04412429594,25773.211087476844,35109.54305337883,861759.974971563,54111.48735040991,101.05517684277606,0.0,256.1732085699806,13575.956982212094,3226.181879144656,2029.3956383643276,194.45119476682893,63.912169558278336,53.31325265988879,0.0,0.0,593.3972294661689,0.0,0.0
GNIEŹNIEŃSKI,99208.64753566195,493133.0140125812,111357.49992055412,104811.01010464213,1741476.1219676253,434883.4274427059,540.6902705784793,4.543957837019365,216.68772951106055,54751.421564240816,28812.66268906094,11605.294398568949,530.4435911789458,106.2341861060543,49.36261691322479,7.110711743432431,3.105212408077865,2141.3745393500735,0.46338723029055917,0.0
GOSTYŃSKI,123013.63153294072,217519.92902153652,77913.1346150763,124796.76273878067,1197183.938684927,660173.3129849327,194.22256205845852,165.39506682405317,491.32915086183715,19306.40484587739,17554.93382032215,31622.91861388708,306.03885592573374,988.9761591167883,379.6717039469225,2.7585610825729865,0.6799040290340059,2274.690580468239,0.0,0.0
INOWROCŁAWSKI,165969.88903658063,315398.6392789377,162689.19023238626,56006.56896094918,1027742.0288620475,1247408.233219316,4.951250836393541,19.805003345574164,227.75753847410292,43261.05905790493,26819.935530576535,42083.65160901054,135.66427291718304,152.49852576092107,47.532008029378,0.0,0.0,684.2628655895875,0.0,0.0
JAROCIŃSKI,119275.01029453288,434142.9589654844,68595.18013149367,162251.78382662614,1860457.4279524975,398312.2590285755,146.27837302831034,32.81886574353116,1150.535664780364,23508.622373030565,21392.274373512,13829.870024324033,103.14500662252651,39.382638892237395,22.50436508127851,0.0,0.0,4398.665691511563,0.0,0.0
KĘPIŃSKI,31810.13704545109,382550.73275288264,24273.053986518356,148014.92250069682,1783299.7947661695,100412.19717073269,699.373094047074,64.40400736360863,533.3740328141109,13036.822448306806,8613.80921020884,2047.3217552065448,80.73178387832631,196.84041687187428,79.82468518306422,5.44259217157256,2.72129608578628,549.7018093288286,0.0,0.0
KOŚCIAŃSKI,135859.61963411924,413869.40174351854,103159.87731081317,132276.98964284116,2232610.653831196,490858.9347644982,124.86002040640341,359.86900341381164,2577.586287607128,34855.40581445097,19475.78814977292,18729.256136031145,506.6500090300124,1827.7008574730355,585.0916494511031,0.01448468150072603,0.0,2651.5113258246965,0.0,0.0
KROTOSZYŃSKI,108936.90349510485,265824.3016395369,64259.818646174666,139194.55833245136,1418641.0090371682,559149.6140128413,27.763609343267248,74.07661112203854,294.6058321889534,15660.339787288422,12662.473403391967,21240.173621404952,163.08201163494184,334.2676635873383,161.5924598633192,37.280383883863976,9.320095970965994,2544.974840584954,0.0,0.0
LESZCZYŃSKI,79783.77670604187,315879.0923110684,51868.970402913954,102722.17485252513,1482597.7405765583,338353.32652699325,41.201224478050996,216.22804483210484,1688.4152046122233,19911.976700186744,8086.189211399646,10654.294888366381,73.05699325236445,575.0183671707649,177.3783984480464,9.0,2.0,685.0479573708171,36.0,0.0
MIĘDZYCHODZKI,23787.0,206269.0,24522.0,49571.0,792266.0,84622.0,58.0,22.0,104.0,13736.0,4436.0,1469.0,45.0,13.0,7.0,0.0,0.0,1467.0,0.0,0.0
MOGILEŃSKI,174234.95267468065,529749.6597993156,217168.20719197116,86625.5137504104,1450379.5026493084,1069924.1767887035,642.4762494741293,100.32089617885201,828.6242389201783,65513.23658084807,34496.89944062489,38237.44658048969,634.7586142265332,189.0733084388631,75.24395977375748,2.8943722981446123,2.894086416438658,1837.7527361854616,0.0,0.0
NOWOTOMYSKI,96634.85954292829,406083.1306368093,72418.13007807519,99562.97735607524,1696185.9441899196,443748.2869149016,228.07448272471143,79.67667518767212,1163.279457740013,39601.29948515273,10412.7454885889,17820.684364162717,120.51097122135408,913.2938893386917,316.71478387099665,13.94341815784262,5.975750639075409,1140.3724136235571,396.3914590586688,0.0
OBORNICKI,69152.20901154068,395426.6283817497,68726.11376789607,94028.39053140693,1410119.9383616848,194119.24049023067,76.84644604246752,1.794398289120245,1085.5926924613084,43042.20625712586,12217.079146965458,5880.464369683257,238.58566126893675,153.65628289477615,62.88301286619138,0.0,0.0,2156.2424915412535,0.84442272429188,0.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI),83119.14736231504,382577.1749575162,39313.859191398034,113743.42838360985,1728414.578416546,95386.14723333702,252.2251155232804,69.53324515016322,412.0873493455516,19686.179418981443,7806.142375956167,4020.4197237779385,32.21086775901365,34.16871640913266,16.316150170049788,0.5574078284274397,0.27870391421371987,1546.667206045803,0.0,0.0
POZNAŃ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,79012.18240649933,241173.04865240416,46186.43214865556,91331.40329485535,1045644.344168589,365335.5813574601,255.37637165397624,1022.8888741424396,496.16106945239176,12852.041401464767,9604.89429739847,11590.994419843857,266.29025077334245,728.4235221715885,307.6624659910012,0.0,0.0,285.73591848561665,0.0,0.0
SZAMOTULSKI,128427.0,381344.0,87217.0,82928.0,1609874.0,569960.0,633.0,0.0,570.0,38060.0,17259.0,19835.0,485.0,159.0,115.0,0.0,0.0,2237.0,0.0,0.0
SZUBIŃSKI,57806.0,283902.0,87099.0,51936.0,996566.0,252677.0,104.0,6.0,276.0,39759.0,9201.0,4703.0,85.0,384.0,78.0,7.0,3.0,1532.0,29.0,0.0
ŚREDZKI,108564.0,392072.0,100635.0,76436.0,1372593.0,598515.0,637.0,0.0,683.0,29093.0,23539.0,14717.0,145.0,136.0,47.0,12.0,8.0,2354.0,0.0,0.0
ŚREMSKI,78474.59152299502,408667.3599560523,70195.67356695629,104224.97642761358,1271101.512566349,266605.62692062935,834.6996294611788,15.786281408249245,597.9054083374401,32485.2072104129,13037.495158037846,7478.750817158079,236.79422112373868,205.22165830724018,76.95812186521506,3.946570352062311,0.0,1994.0046703794828,0.0,0.0
WĄGROWIECKI,68717.0,410198.0,106593.0,83380.0,1588031.0,180912.0,75.0,32.0,918.0,56888.0,17223.0,5815.0,59.0,67.0,45.0,0.0,0.0,1450.0,0.0,0.0
WOLSZTYŃSKI,26328.0,262912.0,22008.0,63343.0,1296980.0,100790.0,206.0,157.0,794.0,11249.0,3660.0,2928.0,191.0,630.0,229.0,0.0,0.0,447.0,113.0,0.0
WRZESIŃSKI,72732.0,269622.0,72106.0,74532.0,1069234.0,594980.0,207.0,0.0,404.0,25980.0,16185.0,7915.0,100.0,198.0,105.0,0.0,0.0,1844.0,0.0,0.0
WYRZYSKI,106179.0,429412.0,139273.0,94229.0,1604850.0,342200.0,146.0,0.0,30.0,61553.0,27843.0,9647.0,122.0,260.0,142.0,0.0,0.0,3010.0,0.0,0.0
ŻNIŃSKI,82726.62712733712,284886.8494320723,95588.2631735576,63283.70648997105,991094.5462389829,232019.19389246134,8.576053397063035,0.0911588139043262,214.54659733327554,41629.406225164814,18609.414291473942,9205.893273900803,31.546864515210192,115.06091597613407,39.030765199534855,7.994915958422956,2.000701175483477,1367.351718756196,13.986501160192118,0.0
POZNAŃSKI,102907.37970349437,518230.6736131761,119501.57478046905,116293.85871411543,2281152.9716209164,332770.1871205871,240.28132094037343,48.57291369343195,805.096075464184,36653.47290525564,17554.017064141222,10904.821374830257,189.70310282219128,72.76924768720242,33.45160871640605,0.05658184215737966,0.024249360924591283,3006.5088710772898,24.314229826556666,0.0
GNIEZNO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INOWROCŁAW (MIASTO),1634.1109634193708,3105.3607210622854,1601.8097676137315,551.4310390508149,10118.971137952505,12281.766780683918,0.0487491636064584,0.1949966544258336,2.242461525897087,425.94094209506966,264.0644694234639,414.34839098945383,1.3357270828169603,1.5014742390789189,0.4679919706220007,0.0,0.0,6.737134410412551,0.0,0.0
DOLIŃSKI,3794.338247850834,54133.76840422716,3311.2141528803954,62757.438020379326,929992.8774226602,0.0,105.02697716748659,2479.5914518542063,1309.018051787492,103.11739576444138,87.8407445400797,456.38995532780535,857.4020499672996,1847.5200074462414,973.8865155530575,830.6679103246667,515.5869788222069,0.0,0.0,0.0
HORODEŃSKI,120077.26566615271,103757.25690358135,70455.67006800363,35208.348456374864,845891.8738794298,303458.62741121807,2079.21783279566,739.5156209427862,59836.45959019674,5642.338551883629,2446.539821063684,2765.145365264331,4084.386670608906,170.50755423582027,80.86929715184618,1593.027721003235,881.7676376195277,704.4397812142746,0.0,4381.556979419907
KAŁUSKI,21388.0,73804.0,8134.0,63476.0,923876.0,0.0,3431.0,6758.0,11019.0,257.0,232.0,1312.0,1903.0,2618.0,1484.0,1486.0,1097.0,50.0,4.0,0.0
KOŁOMYJSKI,53743.734333847286,84526.74309641865,25910.329931996373,74659.65154362514,1269847.1261205703,45212.37258878192,620.7821672043403,451.4843790572138,84219.54040980326,2296.6614481163706,979.4601789363161,1868.8546347356692,3936.613329391094,541.4924457641797,378.1307028481538,2383.972278996765,1553.2323623804723,407.5602187857254,0.0,1269.443020580093
KOSOWSKI (KOSÓW HUCULSKI),7192.0,12000.0,3921.0,6564.0,222017.0,0.0,20.0,18.0,44729.0,604.0,0.0,331.0,3401.0,228.0,231.0,644.0,616.0,0.0,0.0,0.0
NADWÓRNIAŃSKI,10219.0,59516.0,6406.0,57172.0,1103865.0,0.0,1137.0,691.0,10735.0,355.0,133.0,889.0,1615.0,687.0,405.0,1845.0,849.0,0.0,0.0,0.0
ROHATYŃSKI,109193.0,139736.0,57460.0,105929.0,1541765.0,95997.0,8653.0,8485.0,38601.0,1845.0,810.0,4226.0,8722.0,992.0,431.0,2291.0,1044.0,432.0,140.0,1147.0
STANISŁAWOWSKI,45445.619012416835,118751.44730340641,9184.520837986505,75209.96003910422,1326541.5895918657,11636.422075680639,1886.8068863542164,6618.595608638102,50520.13827661429,633.5599628098834,365.59436375349566,1076.3588195885804,8203.943732757849,860.5202996768445,498.64120085972945,2108.9021313373387,1105.4419656687785,117.71270303951172,0.8307713736496959,18.254717415641977
STRYJSKI,16724.940445579137,69577.57569589258,10802.719512381796,97697.35984516476,894825.1423635889,720.5064182746019,267.89638557267864,5711.0317724914285,978.7404848658936,301.6289778469238,179.16903463457297,814.7048617538678,3281.7503486948535,1885.7135786005622,1111.2971899580064,857.0514008251483,584.4946024274341,11.733531644323566,2.5801483196941875,0.0
ŚNIATYŃSKI,57342.0,71313.0,32909.0,27461.0,559960.0,32245.0,222.0,40.0,121376.0,2209.0,971.0,1205.0,1682.0,385.0,118.0,1103.0,504.0,208.0,0.0,1890.0
TŁUMACKI,66744.4347009341,152668.62212598976,23187.535861238735,68242.79123189175,1144423.8064570737,2465.0381638335643,1243.8627949556321,2647.5239822846283,72127.27314032575,2094.148067954645,1572.3372681675476,1874.1786759839024,6554.6933167963325,284.086030885981,94.69534362866034,2432.4866394612122,909.4698627669253,101.60021243491681,0.0,0.0
ŻYDACZOWSKI,36140.72130657003,94395.65589988026,16912.066334737807,65094.20213445592,1000144.9802137507,22736.493581725397,2238.0766372598346,6867.376775654365,8607.241463346614,1538.2536263886348,662.9902208253474,1075.9051829183268,1708.847601337847,2752.766413953196,857.8162944889363,1190.280688850185,475.91841875035897,370.2664683556764,81.41985168030581,0.0
BIELSKI (BIELSKO),6475.0,33644.0,5879.0,49857.0,360037.0,4710.0,0.0,0.0,224.0,2883.0,348.0,13.0,292.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
BIELSKO (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIESZYŃSKI,15945.0,33400.0,11731.0,75492.0,364281.0,4397.0,10.0,0.0,626.0,11211.0,753.0,105.0,884.0,183.0,254.0,0.0,0.0,0.0,0.0,0.0
TARNOGÓRSKI,4241.0,29678.0,5161.0,14479.0,254656.0,5700.0,0.0,0.0,80.0,886.0,597.0,0.0,263.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
KATOWICE (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATOWICKI,3273.1851138966435,38051.9943224679,3376.7725248584793,15795.752127949694,279851.57238199847,0.0,0.0,0.0,35.41449947413193,1024.364397289266,456.84704321630187,11.509712329092876,12.395074815946176,0.0,0.0,0.0,0.0,29.216962066158843,0.0,0.0
LUBLINIECKI,14513.0,116124.0,15614.0,66040.0,647757.0,22116.0,49.0,8.0,596.0,2458.0,4271.0,104.0,565.0,6.0,7.0,0.0,0.0,48.0,0.0,0.0
PSZCZYŃSKI,26749.0,188087.0,21463.0,124045.0,1383432.0,47824.0,88.0,0.0,412.0,3412.0,2474.0,213.0,1369.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
RYBNICKI,37566.0,231808.0,23236.0,119841.0,1603752.0,66932.0,30.0,0.0,271.0,5503.0,3175.0,347.0,341.0,119.0,94.0,0.0,0.0,56.0,0.0,616.0
ŚWIĘTOCHŁOWICKI,3260.2083714710825,19725.638754803447,3845.904017915918,9454.801149752338,169236.51094962738,0.0,0.0,0.0,0.0,870.1763890037552,99.42060553097203,32.48396022299086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORZÓW,475.60651463227373,5240.366922728644,498.3234572256027,2195.446722297966,38923.916668374135,0.0,0.0,0.0,4.585500525868069,146.45921370697877,60.73235125272607,2.006327447916264,1.6049251840538241,0.0,0.0,0.0,0.0,3.7830379338411566,0.0,0.0
BORSZCZOWSKI,86705.56321651928,130319.18596378058,60612.59056068977,15874.890150259092,673600.0945826083,855.3620746884395,3617.3252295512257,223.43750397500088,118583.30332107602,12535.139264853024,8702.250980806091,12204.412386722624,4682.3445216259,87.60325045715894,48.23100306068301,2160.5520758816165,1003.9923086101361,339.58563379460486,0.0,12510.531610230226
BRODZKI,39949.58335055079,109581.88463360035,49321.382886918334,69482.04246528965,733274.9355936706,8107.757459784022,23249.03174815803,9642.25142733882,400.9742009604131,775.5482230067901,396.80729506055803,1700.4897812389897,2713.9457913199376,299.3617741550955,167.73723568744396,927.9126077627744,780.9315631137347,24.102161272377877,625.8720396880352,0.0
BRZEŻAŃSKI,60751.350971990076,129069.97985352167,86280.8323229516,120099.74933900774,1217003.8427355648,35939.392928181755,14165.57258429081,4499.329343887671,14597.234776526824,2056.480049639402,898.2366217799499,5031.929162693207,2805.9607131489665,319.7733516126743,242.64182092364945,2690.04690391007,1773.3872130333482,66.07750648829278,2.0416916432759282,44.8625279830541
BUCZACKI,87311.08066740581,163665.02569354832,58280.126686148906,53155.91854961839,1040617.268277363,14279.564856968884,13518.748225916781,3506.244086515317,80065.62926238636,6990.86289411184,7843.095476957027,7175.660732145168,14871.311125564966,248.69070756612706,251.63960923687165,2011.15093944781,1056.6897653501446,387.2890860911228,63.892869532799445,4193.338175798806
CZORTKOWSKI,88283.78545514397,142964.92795640853,74948.72153935641,16921.350251862565,744288.8945206096,31880.503739632637,15517.138678773284,1034.5725166156549,63418.136700191,13787.71807881074,23752.439359061333,5762.543153041721,10428.145940764996,83.60868671110464,130.2177056711814,683.9921867628856,507.2744160987358,190.67962920500392,1.107130467200557,7424.972415802604
KAMIONECKI,52634.90079784947,88326.65537515597,30110.802953466835,56472.76089437763,681992.0173112557,30616.796355059996,5687.345589846543,9602.88500416096,823.6322765327792,1420.6005777260757,1552.5040422006964,1761.7184726153343,832.288131001426,1409.9056674168476,944.5276305564049,1304.3861368915968,814.8754546046969,140.6897562175773,24.0,0.0
PODHAJECKI,63189.71567824395,122039.66305539315,61351.1115506809,64726.27037308599,987987.1304292727,17793.634646293787,22944.064650691387,4350.486184191313,35783.11424735184,3245.569872237685,1961.3726066690065,6769.804704985721,12037.157070436615,605.0732184507963,306.9211977648967,1758.7071808432968,776.5593479956275,172.4604825536086,109.12753698307438,2397.882754601304
PRZEMYŚLAŃSKI,51425.0,83139.0,37010.0,75514.0,886049.0,2693.0,11125.0,7134.0,8808.0,1469.0,876.0,4094.0,3339.0,576.0,440.0,1784.0,1217.0,42.0,110.0,0.0
RADZIECHOWSKI,58774.41664944922,82779.11536639965,44402.617113081666,55793.95753471036,606023.0644063294,8789.242540215979,6119.968251841968,9726.748572661181,161.0257990395869,1594.4517769932102,1126.1927049394421,1997.5102187610103,1219.0542086800626,192.63822584490455,223.26276431255604,890.0873922372257,810.0684368862653,89.89783872762213,71.12796031196476,0.0
SKAŁACKI,107465.35509785125,119117.37795448051,100164.04565241186,36029.10134342857,738442.7989580903,22396.996171293675,43770.75453851935,2050.3810959377793,4449.326978184981,10446.203497827762,7833.432158432764,7215.38871380009,7474.127280668428,212.8490851973504,71.27515238259899,1147.2370417747097,857.254572492081,73.22789628349211,0.0,1357.1570111207207
TARNOPOLSKI,100995.48947692428,185768.42953341303,125209.17336323601,112413.21682965307,1242538.498875648,30880.976899505054,55079.29191277942,4690.215838218758,5010.468426879725,7324.3864207420565,9096.932457122472,10139.88200839105,4212.956186325382,906.3673923840337,445.1819863797525,2889.5572466770577,1693.2909139464605,419.54228695221934,0.0,2983.770668257483
TREMBOWELSKI,81992.75347273595,130851.59746632705,80533.83523342607,36846.230212215676,726491.9626231515,5769.829199166037,33256.19265733816,2412.6235882189685,32166.716710629105,17985.58773978503,21053.024681570623,3505.964265740403,8387.303280047654,184.54793339111532,106.56378777340842,1044.2197075796455,651.4368304511515,106.42151786498012,0.6213955596855373,2636.68781967065
ZALESZCZYCKI,73566.29859565149,84210.05237979455,40519.416663435484,10733.50526677296,625419.2131958116,33673.212171214,3333.350763480831,83.96106439572446,69761.99381579005,8632.548517468453,7331.634554187572,3599.710002253474,670.7234454600978,27.987021465241487,15.441115291167717,704.5008851595271,656.247399874628,1548.9368776452616,0.0,5661.098893624365
ZBARASKI,191671.0,10249.0,85807.0,123641.0,644312.0,5189.0,32354.0,3996.0,671.0,8026.0,1949.0,16408.0,3442.0,406.0,353.0,951.0,866.0,187.0,0.0,549.0
ZBOROWSKI,35724.0,123249.0,82684.0,107909.0,947470.0,7614.0,28964.0,4439.0,1336.0,1768.0,2334.0,3872.0,964.0,528.0,305.0,1156.0,848.0,0.0,0.0,0.0
ZŁOCZOWSKI,60728.0,112169.0,69804.0,84839.0,910125.0,30382.0,19215.0,11847.0,2968.0,2123.0,716.0,1781.0,1893.0,605.0,248.0,1840.0,1389.0,548.0,34.0,0.0
