District,Pszenica (zł za q = 100kg),Żyto (zł za q = 100kg),Jęczmień browarniany (zł za q = 100kg),Jęczmień innych gatunków (zł za q = 100kg),Owies (zł za q = 100kg),Gryka (zł za q = 100kg),Groch (zł za q = 100kg),Ziemniaki jadalne (zł za q = 100kg),Ziemniaki fabryczne (zł za q = 100kg),Siano koniczyny (zł za q = 100kg),Siano łąkowe (zł za q = 100kg),Słoma (zł za q = 100kg)
DOLIŃSKI,23.678809397760613,17.7018196062291,16.23144192588429,16.23144192588429,16.23144192588429,19.095814030452107,23.869767538065133,5.089034439115487,0.0,7.294600959632705,5.470950719724529,3.8764502481817775
HORODEŃSKI,22.614173336076504,14.819542285296151,14.127768779539393,13.289845941580506,13.738037227000374,0.0,20.217324287961546,3.5855302833589633,2.9229866440426333,6.1675018189299555,5.358808847411494,3.4880973952242087
KAŁUSKI,23.8,16.8,17.0,15.8,16.18,0.0,17.5,5.25,0.0,7.56,6.17,4.0
KOŁOMYJSKI,24.665826663923497,17.03045771470385,17.252231220460605,15.020154058419495,14.861962772999625,18.0,23.032675712038454,4.8844697166410365,3.8270133559573667,7.312498181070045,5.681191152588506,3.5419026047757916
KOSOWSKI (KOSÓW HUCULSKI),22.71,17.38,18.0,17.33,18.13,0.0,22.5,5.0,4.0,7.25,6.33,3.67
NADWÓRNIAŃSKI,22.71,17.22,17.0,15.86,15.31,15.25,20.25,5.5,4.0,6.0,4.92,3.35
ROHATYŃSKI,24.06,16.0,15.33,15.0,14.71,17.0,21.33,3.4,2.17,6.75,5.25,3.17
STANISŁAWOWSKI,23.79592380262989,16.23962203069859,15.652521034367386,15.538519129563706,14.849939606259083,15.670161777595903,23.86858715123158,4.980171565732904,4.062885836734964,7.196519826422177,5.821706280648744,4.21706222445274
STRYJSKI,28.445405961691662,18.958066847424746,18.2600148969146,17.4369778583459,17.494111683321226,16.76403785662795,26.015133244888187,5.050758161441744,2.857506179987258,8.301469178854786,6.303516452369078,4.659792723174688
ŚNIATYŃSKI,22.86,16.43,16.5,14.25,16.0,0.0,20.75,4.29,0.0,7.5,5.9,3.7
TŁUMACKI,22.312590342503093,15.575411207255694,16.275762186175996,14.007019578406007,14.302942527245571,17.755376930373814,18.741786759839023,4.369795544530888,3.1269191594047214,7.398073720989089,6.194653729041531,3.5313471894854582
ŻYDACZOWSKI,24.11578464054772,16.09011354634615,15.508543177201107,14.781580215769806,13.744446390794481,16.720148112919944,20.03509921704668,3.78020739944277,3.392493820012742,7.1339298615125095,5.505532827906393,3.9837570286435344
BIELSKI (BIELSKO),26.0,21.86,21.0,20.0,21.17,0.0,30.0,6.2,5.0,10.21,7.71,6.4
BIELSKO (MIASTO),26.0,21.86,21.0,20.0,21.17,0.0,30.0,6.2,0.0,10.21,7.71,6.4
CIESZYŃSKI,28.91,21.6,22.8,22.71,22.8,0.0,30.0,8.92,4.5,12.2,9.18,6.73
TARNOGÓRSKI,25.3,18.27,22.0,20.71,20.71,0.0,25.0,6.44,3.0,14.85,9.63,7.19
KATOWICE (MIASTO),26.0,22.25,21.75,22.0,21.75,0.0,30.0,8.08,0.0,12.75,10.13,8.25
KATOWICKI,23.019424658185752,19.699315332485885,19.256634089059236,19.47797471077256,19.256634089059236,0.0,26.560874605598947,7.15372889377465,3.984131190839842,11.288371707379552,8.968721991823912,7.304240516539711
LUBLINIECKI,25.2,18.0,20.0,19.0,18.25,0.0,25.0,5.33,0.0,10.38,8.7,5.4
PSZCZYŃSKI,25.29,17.6,22.75,21.75,20.82,0.0,30.0,6.05,5.0,12.47,8.44,7.31
RYBNICKI,24.92,18.25,22.67,21.86,22.07,0.0,30.0,6.67,4.0,14.5,10.92,7.38
ŚWIĘTOCHŁOWICKI,23.62469834399335,17.58071301765505,21.409882874243976,17.964614365744943,20.11052446532434,0.0,27.237308465762336,6.280232309778232,0.0,13.170769326776295,10.217682033777125,6.64444640924813
CHORZÓW,27.355876997820893,20.68997164985906,24.583483036696787,21.057410923482493,23.242841445616424,0.0,31.54181692863872,7.406038796447118,0.5158688091601578,15.050858965844153,11.703595974398965,7.8013130742121595
BORSZCZOWSKI,21.438188707381144,14.213381310127808,14.764592773678473,14.40039948526107,15.424077917569443,14.1051076297875,16.487128597274292,4.754198873124468,3.4450716471916434,6.151913655699364,5.581016068450462,3.277739595756621
BRODZKI,23.221596149261384,14.186761833187548,14.94075868175771,14.886830270073814,14.253855034227431,13.993475927208223,17.728062601745883,4.110558311669114,2.8663349870014687,6.438278261264377,5.5061139191934805,3.5548658303722176
BRZEŻAŃSKI,21.130360547681793,14.230367700233451,13.295188812700859,12.263490726409723,14.37012172611238,14.603478248402315,17.289344387357975,3.457926208231538,2.1469257442773855,7.386195752178619,6.466709726562784,4.421035028959317
BUCZACKI,19.354624632320323,13.908986213678649,13.761541130141419,12.18879357241097,13.201249812699945,13.270057518350653,14.420129169941044,4.059654633391719,2.4574180589538246,8.84670501223377,7.863737788652239,5.730698913480319
CZORTKOWSKI,23.47475800805402,15.94708434273701,15.30950818494115,14.500786035533,15.220497806926408,14.473267849597164,19.645858144202304,4.881065603355297,3.45928792797196,8.254327919092319,6.728928876511516,4.702371668426383
KAMIONECKI,22.17820183072046,15.29397931069451,15.438938784489139,14.967479684798109,14.809955732758644,16.738887191473427,21.071628530286873,4.2172881205815855,3.53568161971698,7.030950599506674,5.984716264463187,3.8632645426457177
PODHAJECKI,20.821923797574104,13.79683860428869,12.910177366301209,12.549666753053554,13.514276231743228,12.549666753053554,14.498372770608453,3.936386155460897,2.6015225334357908,7.171238144602031,6.089706304859061,3.7317720236176326
PRZEMYŚLAŃSKI,24.94,15.63,15.33,14.57,14.87,15.0,20.0,4.17,3.43,6.79,5.5,3.79
RADZIECHOWSKI,22.96840385073862,15.233238166812454,15.559241318242291,14.423169729926187,14.99614496577257,16.596524072791777,18.601937398254115,4.939441688330886,2.963665012998532,8.831721738735624,7.023886080806521,4.475134169627783
SKAŁACKI,20.699085349467104,13.962118891385831,14.323376513051057,12.6928353558053,14.645579256698424,12.6928353558053,17.08650913281483,3.7199771312013996,2.9291158513396844,7.61570121348318,6.180434446326735,4.559657008585442
TARNOPOLSKI,22.671564956930304,14.338364551573514,13.735992309948456,13.208736569857436,13.280152665930164,14.558648144549815,18.104547629406785,3.8860410999224135,2.7788959632662675,7.837834598785714,6.4978101890042606,3.840350675010935
TREMBOWELSKI,23.304198128825465,15.62150500722817,14.711625898049501,13.989333379808864,16.075799237708306,15.14983102621486,21.285938972830927,4.234725309435695,3.4619745546220173,7.409531468800274,7.260422638489394,5.073898685582379
ZALESZCZYCKI,21.530705134121984,14.090017703190542,14.118969794361483,13.510975879771753,14.476045585469736,14.958580438318727,14.476045585469736,3.1364765435184427,2.6056882053845527,7.054659548652251,5.983432175327491,3.9953885815896464
ZBARASKI,20.88,15.0,13.5,12.83,13.0,13.13,14.83,3.08,3.0,7.0,5.75,3.33
ZBOROWSKI,21.13,14.0,12.33,12.17,12.13,14.0,15.0,3.25,0.0,7.1,6.3,4.4
ZŁOCZOWSKI,24.2,15.2,17.0,14.25,14.25,13.75,22.0,3.67,3.0,7.17,6.64,4.0
KOPYCZYNIECKI,20.916076592510773,13.506302437602052,12.940743996283016,12.739443534118614,13.899317625637314,13.582988327950396,16.295751699023057,4.313581332094339,3.8342945174171903,5.847299139061215,5.751441776125786,3.038678405053123
BŁOŃSKI,21.5,14.44,15.25,15.14,15.31,20.0,26.0,4.16,3.29,9.54,6.96,5.65
CIECHANOWSKI,21.85,13.85,14.55,13.88,13.08,17.4,20.4,3.13,2.63,7.21,5.66,3.69
GOSTYNIŃSKI,22.0,14.31,16.0,14.29,14.55,20.0,23.0,3.75,0.0,7.8,6.5,4.0
GRÓJECKI,22.86,15.29,14.4,14.3,14.43,20.0,22.5,3.93,3.36,9.11,7.0,5.64
KUTNOWSKI,23.92,14.83,16.38,14.67,14.78,0.0,23.0,3.13,2.75,8.67,6.67,3.43
LIPNOWSKI,22.0,14.42,15.22,14.5,14.7,0.0,21.5,4.0,3.0,7.67,5.5,2.8
ŁOWICKI,23.77,15.15,15.42,14.8,14.15,19.0,23.0,4.02,3.38,9.33,7.1,4.94
MAKOWSKI (MAKÓW MAZOWIECKI),22.4,13.68,14.25,13.5,13.76,15.0,19.86,3.14,2.75,6.79,5.23,3.49
MIŃSKI,23.88,16.33,15.2,15.25,15.75,18.0,23.33,4.19,3.5,8.0,6.14,3.88
MŁAWSKI,21.42,13.71,14.67,13.5,13.67,18.5,19.0,3.07,2.5,6.63,3.67,3.25
NIESZAWSKI,21.85,14.1,16.5,14.61,15.21,20.0,19.17,4.0,0.0,7.71,6.5,3.59
PŁOCKI,22.84,14.2,16.0,14.75,14.75,17.0,20.0,3.98,3.0,8.1,7.0,4.17
PŁOŃSKI,22.12,14.06,15.7,14.6,15.94,22.0,22.33,3.32,2.42,6.57,5.57,3.56
PRZASNYCKI,19.5,13.11,14.25,13.67,14.67,0.0,20.0,3.28,0.0,6.79,3.5,3.5
PUŁTUSKI,21.56,13.89,15.0,13.83,13.71,16.25,21.33,3.5,3.2,7.4,6.2,4.0
RADZYMIŃSKI,22.5,15.36,18.0,16.38,15.77,17.8,24.0,4.32,3.17,8.05,6.27,4.38
RAWSKI (RAWA MAZOWIECKA),22.19,14.53,14.67,14.29,14.21,0.0,24.0,3.12,3.0,9.0,7.63,4.5
RYPIŃSKI,20.2,13.93,15.0,14.78,14.43,17.5,21.66,3.65,2.87,6.5,5.2,3.9
SIERPECKI,21.62,14.0,15.31,14.23,14.25,18.38,21.0,3.35,3.27,6.88,5.98,3.57
SKIERNIEWICKI,22.0,14.36,15.25,14.71,14.33,0.0,24.0,3.49,2.5,10.0,8.25,6.0
SOCHACZEWSKI,22.8,15.1,16.5,14.83,14.0,0.0,25.0,3.42,0.0,7.33,5.3,3.7
WARSZAWSKI,22.17,15.87,15.0,14.67,14.45,0.0,25.0,4.83,4.0,10.89,7.25,6.63
WŁOCŁAWSKI,22.21,14.15,16.09,15.18,16.25,18.0,21.5,3.35,3.0,6.75,4.5,3.63
DUBIEŃSKI,20.37,12.55,11.6,11.35,11.39,12.14,14.25,4.94,2.7,4.88,3.69,2.54
HOROCHOWSKI,20.4,13.35,12.83,12.05,12.5,13.3,13.5,4.13,0.0,4.92,3.85,3.06
KOWELSKI,21.4,15.8,14.29,14.25,15.0,16.71,19.29,4.81,4.0,5.48,4.71,2.93
KRZEMIENIECKI,21.37,13.45,13.33,12.58,12.45,12.44,15.69,4.07,3.8,5.35,4.56,3.04
LUBOMELSKI,24.83,17.17,14.0,13.8,16.17,16.83,18.5,4.7,0.0,7.7,5.1,3.5
ŁUCKI,20.0,13.55,12.73,12.52,12.62,14.54,15.22,4.24,3.45,5.47,3.44,2.55
RÓWIEŃSKI,20.7,13.1,13.23,12.59,12.68,13.78,15.13,4.3,3.8,5.73,4.83,2.76
WŁODZIMIERSKI,22.2,13.8,15.0,13.1,13.9,16.62,18.5,4.26,0.0,6.36,4.97,2.84
KOSTOPOLSKI,19.5,14.3,14.0,13.88,13.56,13.53,15.67,4.27,2.4,5.23,3.93,2.23
ZDOŁBUNOWSKI,20.05,12.67,12.13,11.41,11.14,12.85,14.6,3.53,3.0,4.98,4.2,2.64
SARNEŃSKI,19.25,15.63,14.0,13.55,16.18,17.0,24.0,4.5,0.0,7.35,4.38,2.96
OSZMIAŃSKI,19.59601174891805,13.618580610458041,12.951100799996674,12.81162740676594,14.236248494765574,15.272336558765309,18.59977322584138,5.379688024614004,0.0,6.40581370338297,5.080816467691003,3.2875871261530016
ŚWIĘCIAŃSKI,16.5,12.5,14.5,13.62,13.14,13.5,13.0,4.65,4.2,5.92,4.54,3.52
WILNO (MIASTO),21.67,16.72,17.0,15.89,15.85,0.0,17.67,6.09,0.0,7.66,5.49,4.95
DZIŚNIEŃSKI,18.44,12.65,14.83,13.67,12.63,0.0,12.0,3.2,3.15,5.01,3.74,2.58
WILEJSKI,17.67,13.47,14.0,13.67,12.69,13.0,13.83,4.2,3.6,5.43,4.27,3.87
WILEŃSKO-TROCKI,21.743988251081955,16.771419389541954,17.048899200003323,15.938372593234059,15.903751505234423,18.257663441234687,17.74022677415862,6.110311975385996,4.8,7.684186296617029,5.509183532308996,4.962412873846998
POSTAWSKI,18.0,12.13,14.0,12.25,12.14,0.0,13.2,3.66,3.0,4.69,3.61,2.55
MOŁODECZAŃSKI,20.82,13.53,13.0,12.73,11.23,16.6,16.88,4.8,4.35,6.8,5.92,4.11
