Izba;District;Kategoria IR;Kategoria IPR;Kategoria IIR;Kategoria IIPR;Kategoria IIIR;Kategoria IIIPR;Kategoria IVR;Kategoria IVPR;RazemR;RazemPR;Handel jarmarczny - hurtR;Handel jarmarczny - hurtPR;Handel jarmarczny - detalR;Handel jarmarczny - detalPR;Karty rejestracyjneR;Karty rejestracyjnePR
Śląska;RYBNICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Warszawa Okręgowa;RYPIŃSKI;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;67.0;0.0
Lwowska;RZESZOWSKI;0.0;0.0;24.0;0.0;27.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;33.0;7.0
Wołyńska;RÓWIEŃSKI;0.0;0.0;6.0;2.0;16.0;2.0;0.0;0.0;22.0;4.0;0.0;0.0;0.0;0.0;170.0;22.0
Lwowska;SAMBORSKI;0.0;0.0;7.0;0.0;4.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;68.0;1.0
Kielecka;SANDOMIERSKI;0.0;0.0;0.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;
Lwowska;SANOCKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0
Poleska;SARNEŃSKI;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0
Lubelska;SIEDLECKI;0.0;0.0;5.0;2.0;1.0;0.0;;;6.0;2.0;;;;;;
Łódzka;SIERADZKI;0.0;0.0;5.0;1.0;3.0;1.0;;;8.0;2.0;;;;;;
Warszawa Okręgowa;SIERPECKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0
Lwowska;SKAŁACKI;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0
Warszawa Okręgowa;SKIERNIEWICKI;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;23.0;3.0
Lwowska;SKOLSKI;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Warszawa Okręgowa;SOCHACZEWSKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0
Lwowska;SOKALSKI;0.0;0.0;6.0;1.0;2.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;17.0;0.0
Lubelska;SOKOŁOWSKI;0.0;0.0;3.0;0.0;0.0;0.0;;;3.0;0.0;;;;;;
Białostocka;SOKÓLSKI;0.0;0.0;4.0;1.0;0.0;0.0;;;4.0;1.0;;;;;;
Lwowska;STANISŁAWOWSKI;0.0;0.0;26.0;4.0;8.0;3.0;0.0;0.0;34.0;7.0;0.0;0.0;0.0;0.0;80.0;7.0
Pomorska;STAROGARDZKI;0.0;0.0;8.0;1.0;2.0;0.0;3.0;2.0;13.0;3.0;0.0;0.0;0.0;0.0;4.0;0.0
Lwowska;STAROSAMBORSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0
;STOLIŃSKI;;;;;;;;;;;;;;;;
Kielecka;STOPNICKI;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;
Poleska;STOŁPECKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0
Lwowska;STRYJSKI;0.0;0.0;18.0;2.0;0.0;0.0;0.0;0.0;18.0;2.0;0.0;0.0;0.0;0.0;74.0;0.0
Wielkopolska;STRZELNEŃSKI;0.0;0.0;4.0;5.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;65.0;1.0
Lwowska;STRZYŻOWSKI;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0
Białostocka;SUWALSKI;0.0;0.0;0.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;
Wielkopolska;SZAMOTULSKI;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0
Białostocka;SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE);0.0;0.0;5.0;2.0;0.0;0.0;;;5.0;2.0;;;;;;
Wielkopolska;SZUBIŃSKI;0.0;0.0;6.0;2.0;4.0;2.0;0.0;0.0;10.0;4.0;0.0;0.0;0.0;0.0;27.0;0.0
Pomorska;SĘPOLEŃSKI;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0
Poleska;SŁONIMSKI;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;55.0;3.0
Łódzka;SŁUPECKI;0.0;0.0;1.0;0.0;2.0;0.0;;;3.0;0.0;;;;;;
Lwowska;TARNOBRZESKI;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0
Śląska;TARNOGÓRSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lwowska;TARNOPOLSKI;0.0;0.0;29.0;0.0;1.0;0.0;12.0;0.0;42.0;0.0;0.0;0.0;11.0;0.0;55.0;0.0
Krakowska;TARNOWSKI;1.0;0.0;9.0;0.0;0.0;0.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0
Pomorska;TCZEWSKI;0.0;1.0;13.0;4.0;4.0;1.0;1.0;34.0;18.0;40.0;0.0;0.0;0.0;0.0;14.0;1.0
Lubelska;TOMASZOWSKI;0.0;0.0;2.0;1.0;3.0;0.0;;;5.0;1.0;;;;;;
;TORUŃ (MIASTO);;;;;;;;;;;;;;;;
Pomorska;TORUŃSKI;0.0;0.0;27.0;3.0;4.0;1.0;5.0;3.0;36.0;7.0;0.0;0.0;0.0;0.0;98.0;4.0
Lwowska;TREMBOWELSKI;0.0;0.0;5.0;0.0;3.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;183.0;7.0
Pomorska;TUCHOLSKI;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0
Lwowska;TURCZAŃSKI;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0
Łódzka;TURECKI;0.0;0.0;1.0;1.0;0.0;0.0;;;1.0;1.0;;;;;;
Lwowska;TŁUMACKI;0.0;0.0;10.0;0.0;3.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0
Krakowska;WADOWICKI;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;14.0;0.0;13.0;0.0
Warszawa Okręgowa;WARSZAWSKI;0.0;0.0;38.0;0.0;1.0;0.0;6.0;1.0;45.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0
Pomorska;WEJHEROWSKI;0.0;0.0;8.0;10.0;0.0;0.0;0.0;8.0;8.0;18.0;0.0;0.0;0.0;0.0;4.0;7.0
Krakowska;WIELICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;0.0
Łódzka;WIELUŃSKI;2.0;0.0;2.0;0.0;3.0;0.0;;;7.0;0.0;;;;;;
Wileńska;WILEJSKI;0.0;0.0;25.0;6.0;1.0;0.0;0.0;0.0;26.0;6.0;0.0;0.0;0.0;0.0;44.0;5.0
Wileńska;WILEŃSKO-TROCKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
Wileńska;WILNO (MIASTO);0.0;0.0;44.0;9.0;14.0;7.0;0.0;8.0;58.0;24.0;0.0;0.0;0.0;0.0;362.0;18.0
Wielkopolska;WITKOWSKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0
Wielkopolska;WOLSZTYŃSKI;0.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;42.0;4.0
Białostocka;WOŁKOWYSKI;0.0;0.0;3.0;0.0;3.0;1.0;;;6.0;1.0;;;;;;
Poleska;WOŁOŻYŃSKI;0.0;0.0;13.0;5.0;1.0;0.0;0.0;0.0;14.0;5.0;0.0;0.0;0.0;0.0;27.0;3.0
Wielkopolska;WRZESIŃSKI;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0
Wielkopolska;WYRZYSKI;0.0;0.0;8.0;1.0;2.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;1.0;2.0;20.0;0.0
Białostocka;WYSOKOMAZOWIECKI;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;
Pomorska;WĄBRZESKI;0.0;0.0;6.0;0.0;0.0;0.0;5.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0
Wielkopolska;WĄGROWIECKI;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;4.0;2.0
Lubelska;WĘGROWSKI;0.0;0.0;1.0;0.0;0.0;0.0;;;1.0;0.0;;;;;;
Warszawa Okręgowa;WŁOCŁAWSKI;0.0;0.0;35.0;6.0;3.0;0.0;0.0;0.0;38.0;6.0;0.0;0.0;0.0;0.0;95.0;0.0
Lubelska;WŁODAWSKI;0.0;0.0;0.0;1.0;0.0;0.0;;;0.0;1.0;;;;;;
Wołyńska;WŁODZIMIERSKI;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0
Kielecka;WŁOSZCZOWSKI;0.0;0.0;1.0;0.0;1.0;0.0;;;2.0;0.0;;;;;;
Lwowska;ZALESZCZYCKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
Lubelska;ZAMOJSKI;0.0;0.0;20.0;6.0;1.0;0.0;;;21.0;6.0;;;;;;
Lwowska;ZBARASKI;0.0;0.0;4.0;0.0;2.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;37.0;0.0
Lwowska;ZBOROWSKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
Wołyńska;ZDOŁBUNOWSKI;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;30.0;2.0
Lwowska;ZŁOCZOWSKI;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
Łódzka;ŁASKI;0.0;0.0;0.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;
Lwowska;ŁAŃCUCKI;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0
Białostocka;ŁOMŻYŃSKI;0.0;0.0;5.0;2.0;0.0;0.0;;;5.0;2.0;;;;;;
Warszawa Okręgowa;ŁOWICKI;0.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;41.0;0.0
Wołyńska;ŁUCKI;0.0;0.0;10.0;2.0;2.0;0.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;0.0;98.0;11.0
Lubelska;ŁUKOWSKI;0.0;0.0;3.0;0.0;0.0;0.0;;;3.0;0.0;;;;;;
Poleska;ŁUNINIECKI;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;0.0;0.0;22.0;2.0
Łódzka;ŁÓDZKI;0.0;0.0;20.0;0.0;0.0;0.0;;;20.0;0.0;;;;;;
Łódzka;ŁÓDŹ (MIASTO);0.0;0.0;125.0;14.0;8.0;6.0;;;133.0;20.0;;;;;;
Łódzka;ŁĘCZYCKI;0.0;0.0;4.0;0.0;0.0;0.0;;;4.0;0.0;;;;;;
Wielkopolska;ŚMIGIELSKI;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0
Lwowska;ŚNIATYŃSKI;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0
Wielkopolska;ŚREDZKI;0.0;0.0;0.0;4.0;4.0;2.0;0.0;0.0;4.0;6.0;0.0;0.0;0.0;0.0;65.0;7.0
Wielkopolska;ŚREMSKI;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;19.0;0.0
Pomorska;ŚWIECKI;0.0;0.0;9.0;6.0;0.0;0.0;0.0;0.0;9.0;6.0;0.0;0.0;0.0;0.0;48.0;0.0
Wileńska;ŚWIĘCIAŃSKI;0.0;0.0;8.0;14.0;0.0;0.0;0.0;0.0;8.0;14.0;0.0;0.0;0.0;0.0;62.0;23.0
Śląska;ŚWIĘTOCHŁOWICKI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Wielkopolska;ŻNIŃSKI;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0
Lwowska;ŻYDACZOWSKI;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;16.0;0.0
Krakowska;ŻYWIECKI;0.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0
Lwowska;ŻÓŁKIEWSKI;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0
