Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso
WARSZAWSKIE;MIŃSKI; 2 519 ; 27 260 ; 2 962 ; 8 382 ; 14 304 ; -   ; 875 ; 345 
WARSZAWSKIE;MŁAWSKI; 2 321 ; 46 176 ; 1 568 ; 3 203 ; 14 709 ; 141 ; 1 054 ; 74 
WARSZAWSKIE;NIESZAWSKI; 13 601 ; 38 092 ; 7 740 ; 2 223 ; 12 178 ; 2 705 ; 17 ; 2 
WARSZAWSKIE;PRZASNYCKI; 6 623 ; 27 389 ; 1 641 ; 2 140 ; 8 497 ; 307 ; 590 ; 97 
WARSZAWSKIE;PUŁTUSKI; 6 998 ; 39 145 ; 2 993 ; 6 740 ; 14 593 ; 161 ; 1 471 ; 23 
WARSZAWSKIE;PŁOCKI; 12 710 ; 42 683 ; 5 567 ; 6 557 ; 14 611 ; 2 219 ; 165 ; 25 
WARSZAWSKIE;PŁOŃSKI; 8 619 ; 39 740 ; 4 039 ; 5 493 ; 12 148 ; 812 ; 266 ; 50 
WARSZAWSKIE;RADZYMIŃSKI; 1 696 ; 22 984 ; 1 373 ; 3 961 ; 10 344 ; -   ; 1 033 ; 51 
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 3 055 ; 39 610 ; 3 362 ; 7 442 ; 15 115 ; 13 ; 300 ; 171 
WARSZAWSKIE;RYPIŃSKI; 5 532 ; 31 796 ; 5 969 ; 3 231 ; 11 660 ; 806 ; 395 ; 12 
WARSZAWSKIE;SIERPECKI; 3 177 ; 36 367 ; 2 092 ; 3 576 ; 12 425 ; 195 ; 466 ; 57 
WARSZAWSKIE;SKIERNIEWICKI; 2 301 ; 23 582 ; 2 068 ; 7 481 ; 8 409 ; 28 ; 78 ; 30 
WARSZAWSKIE;SOCHACZEWSKI; 6 642 ; 23 061 ; 1 687 ; 6 273 ; 9 602 ; 917 ; 118 ; 15 
WARSZAWSKIE;WARSZAWSKI; 3 170 ; 21 910 ; 1 801 ; 7 040 ; 16 410 ; 184 ; 341 ; 1 
WARSZAWSKIE;WŁOCŁAWSKI; 10 970 ; 29 152 ; 6 104 ; 4 112 ; 10 068 ; 2 186 ; 112 ; 661 
WARSZAWSKIE;ŁOWICKI; 8 559 ; 35 147 ; 2 061 ; 10 596 ; 12 669 ; 441 ; 34 ; 676 
WOŁYŃSKIE;DUBIEŃSKI; 40 809 ; 41 645 ; 20 605 ; 30 006 ; 18 914 ; 393 ; 13 259 ; 1 724 
WOŁYŃSKIE;HOROCHOWSKI; 30 837 ; 17 522 ; 10 805 ; 13 776 ; 10 187 ; 47 ; 2 628 ; 1 216 
WOŁYŃSKIE;KOSTOPOLSKI; 6 183 ; 30 042 ; 5 217 ; 13 486 ; 12 506 ; -   ; 6 724 ; 2 447 
WOŁYŃSKIE;KOWELSKI; 22 989 ; 62 558 ; 9 617 ; 11 899 ; 25 965 ; 9 ; 4 183 ; 2 639 
WOŁYŃSKIE;KRZEMIENIECKI; 20 443 ; 47 765 ; 18 278 ; 38 765 ; 16 884 ; -   ; 21 088 ; 2 430 
WOŁYŃSKIE;LUBOMELSKI; 4 136 ; 21 176 ; 3 712 ; 2 709 ; 9 153 ; -   ; 1 775 ; 943 
WOŁYŃSKIE;RÓWIEŃSKI; 33 032 ; 36 157 ; 14 949 ; 25 117 ; 16 693 ; 3 442 ; 7 224 ; 1 932 
WOŁYŃSKIE;SARNEŃSKI; 1 106 ; 42 163 ; 5 743 ; 8 446 ; 15 795 ; -   ; 7 635 ; 2 635 
WOŁYŃSKIE;WŁODZIMIERSKI; 27 159 ; 25 374 ; 9 711 ; 15 458 ; 13 735 ; 371 ; 1 978 ; 1 592 
WOŁYŃSKIE;ZDOŁBUNOWSKI; 14 597 ; 12 398 ; 8 454 ; 11 703 ; 8 360 ; 1 604 ; 3 136 ; 935 
WOŁYŃSKIE;ŁUCKI; 45 256 ; 49 858 ; 17 428 ; 25 727 ; 23 018 ; 140 ; 5 658 ; 2 420 
ZIEMIA WILEŃSKA;BRASŁAWSKI; 4 357 ; 40 904 ; 7 581 ; 17 025 ; 12 937 ; -   ; 210 ; -   
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 4 794 ; 41 218 ; 7 571 ; 22 861 ; 14 036 ; -   ; 44 ; -   
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 1 506 ; 19 851 ; 4 966 ; 15 051 ; 7 170 ; -   ; 199 ; -   
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 897 ; 33 492 ; 8 995 ; 18 403 ; 9 405 ; -   ; 2 843 ; -   
ZIEMIA WILEŃSKA;POSTAWSKI; 3 612 ; 25 893 ; 4 238 ; 10 866 ; 9 906 ; -   ; 125 ; -   
ZIEMIA WILEŃSKA;WILEJSKI; 828 ; 35 953 ; 9 109 ; 14 729 ; 13 741 ; -   ; 1 018 ; 3 
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 2 558 ; 64 669 ; 12 706 ; 23 020 ; 19 945 ; -   ; 11 181 ; 2 
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 4 684 ; 36 720 ; 6 197 ; 14 168 ; 14 691 ; -   ; 1 497 ; -   
ŁÓDZKIE;BRZEZIŃSKI; 2 827 ; 33 921 ; 1 163 ; 8 098 ; 13 699 ; 25 ; 62 ; 1 
ŁÓDZKIE;KALISKI; 9 759 ; 36 264 ; 1 626 ; 9 980 ; 15 063 ; 1 064 ; 170 ; 1 
ŁÓDZKIE;KOLSKI; 6 943 ; 38 143 ; 2 639 ; 4 690 ; 13 949 ; 735 ; 120 ; 37 
ŁÓDZKIE;KONIŃSKI; 8 727 ; 70 100 ; 4 627 ; 9 461 ; 24 991 ; 1 236 ; 243 ; 32 
ŁÓDZKIE;PIOTRKOWSKI; 4 439 ; 56 293 ; 2 780 ; 11 292 ; 21 679 ; 2 ; 246 ; 293 
ŁÓDZKIE;RADOMSZCZAŃSKI; 3 785 ; 54 435 ; 3 735 ; 8 284 ; 22 732 ; 22 ; 200 ; 697 
ŁÓDZKIE;SIERADZKI; 4 531 ; 49 326 ; 1 338 ; 10 020 ; 18 813 ; 180 ; 216 ; 181 
ŁÓDZKIE;TURECKI; 5 610 ; 37 220 ; 1 355 ; 7 177 ; 12 670 ; 375 ; 113 ; 204 
ŁÓDZKIE;WIELUŃSKI; 2 758 ; 54 612 ; 1 617 ; 10 584 ; 22 216 ; 498 ; 329 ; 210 
ŁÓDZKIE;ŁASKI; 3 324 ; 40 264 ; 1 228 ; 7 100 ; 15 164 ; 38 ; 210 ; 241 
ŁÓDZKIE;ŁÓDZKI; 1 118 ; 26 947 ; 574 ; 5 738 ; 11 659 ; -   ; 43 ; 4 
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 11 415 ; 35 125 ; 2 640 ; 7 649 ; 14 332 ; 1 456 ; 60 ; 149 
ŚLĄSKIE;BIELSKI (BIELSKO); 863 ; 3 118 ; 535 ; 4 327 ; 3 450 ; 39 ; -   ; -   
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;
ŚLĄSKIE;CHORZÓW;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 1 795 ; 3 321 ; 925 ; 6 340 ; 4 469 ; 29 ; 1 ; -   
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;
ŚLĄSKIE;KATOWICKI; 370 ; 2 845 ; 288 ; 1 128 ; 2 338 ; -   ; -   ; -   
ŚLĄSKIE;LUBLINIECKI; 1 303 ; 8 172 ; 741 ; 3 570 ; 4 603 ; 66 ; 2 ; -   
ŚLĄSKIE;PSZCZYŃSKI; 2 104 ; 15 402 ; 1 239 ; 8 067 ; 10 862 ; 212 ; 10 ; -   
ŚLĄSKIE;RYBNICKI; 3 155 ; 18 061 ; 1 249 ; 7 201 ; 11 415 ; 333 ; -   ; -   
ŚLĄSKIE;TARNOGÓRSKI; 334 ; 2 026 ; 262 ; 775 ; 1 839 ; 23 ; -   ; -   
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 160 ; 1 254 ; 145 ; 590 ; 1 165 ; -   ; -   ; -   
