District,Roman Catholic,% Roman Catholic,Greek Catholic,% Greek Catholic,Orthodox,% Orthodox,Evangelical,% Evangelical,Mosaic (Jewish),% Mosaic (Jewish),Other Christian denominations,% Other Christian,Other or unknown,% Other
SOKALSKI,25425.0,0.233019586,69260.0,0.634766431,703.0,0.00644298,224.0,0.002052955,13372.0,0.122554096,45.0,0.000412424,82.0,0.000751528
TARNOBRZESKI,65891.0,0.89895903,165.0,0.002251115,29.0,0.000395651,15.0,0.000204647,6333.0,0.086401899,706.0,0.009632045,158.0,0.002155613
ŻÓŁKIEWSKI,20279.0,0.212329986,66784.0,0.699257646,39.0,0.000408347,282.0,0.002952663,7848.0,0.082171987,210.0,0.002198792,65.0,0.000680578
LUBACZOWSKI,32994.0,0.378085394,44696.0,0.512181147,27.0,0.000309399,129.0,0.001478239,9342.0,0.107052002,29.0,0.000332317,49.0,0.000561502
TURCZAŃSKI,6301.0,0.055051242,96564.0,0.843670549,775.0,0.006771102,40.0,0.000349476,10627.0,0.092847095,7.0,6.11583e-05,143.0,0.001249377
BRZEZIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALISKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁASKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁĘCZYCKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁÓDŹ (MIASTO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIOTRKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RADOMSZCZAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERADZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIELUŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POŁUDNIOWO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PÓŁNOCNO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŚRÓDMIEJSKO-WARSZAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARANOWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRASŁAWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEŚWIESKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOWOGRÓDZKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SŁONIMSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOŁPECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOŁOŻYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRZESKI (BRZEŚĆ N.BUG.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DROHICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOBRYŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSZYRSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ŁUNINIECKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUŻAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOLIŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACEWICKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODNICKI,50642.0,0.899710413,26.0,0.000461918,16.0,0.000284257,5281.0,0.09382273,126.0,0.002238528,162.0,0.002878107,34.0,0.000604047
CHEŁMIŃSKI,43944.0,0.832824789,33.0,0.000625415,40.0,0.000758078,8354.0,0.158324647,53.0,0.001004454,276.0,0.00523074,65.0,0.001231877
CHOJNICKI,73960.0,0.961330994,48.0,0.000623903,30.0,0.00038994,2680.0,0.034834601,86.0,0.001117827,18.0,0.000233964,113.0,0.001468772
DZIAŁDOWSKI,35448.0,0.829852982,25.0,0.000585261,27.0,0.000632082,6979.0,0.163381403,173.0,0.004050005,25.0,0.000585261,39.0,0.000913007
GRUDZIĄDZ (MIASTO),48554.0,0.898915096,63.0,0.001166364,239.0,0.004424779,3805.0,0.0704447,677.0,0.012533788,362.0,0.006701966,314.0,0.005813308
GRUDZIĄDZKI,34037.0,0.795238429,48.0,0.001121469,33.0,0.00077101,7953.0,0.185813416,16.0,0.000373823,627.0,0.01464919,87.0,0.002032663
KARTUSKI,64192.0,0.934735125,18.0,0.000262108,12.0,0.000174739,4358.0,0.063459242,50.0,0.000728078,6.0,8.73693e-05,38.0,0.000553339
KOŚCIERSKI,45362.0,0.87713667,13.0,0.000251373,17.0,0.000328718,6202.0,0.119924201,34.0,0.000657437,34.0,0.000657437,54.0,0.001044164
LUBAWSKI,51627.0,0.962813077,11.0,0.000205144,7.0,0.000130546,1640.0,0.030585032,86.0,0.001603849,197.0,0.003673934,53.0,0.000988419
SĘPOLEŃSKI,19661.0,0.665054291,12.0,0.000405913,16.0,0.000541217,9585.0,0.324222846,140.0,0.004735649,137.0,0.004634171,12.0,0.000405913
STAROGARDZKI,67922.0,0.945606928,72.0,0.001002381,53.0,0.000737864,3261.0,0.04539949,351.0,0.004886606,56.0,0.000779629,114.0,0.001587103
ŚWIECKI,73809.0,0.838757699,102.0,0.001159117,54.0,0.00061365,13156.0,0.149503398,338.0,0.003840996,433.0,0.004920566,106.0,0.001204573
TCZEWSKI,63843.0,0.947239573,65.0,0.000964406,37.0,0.00054897,3198.0,0.047448775,112.0,0.001661746,76.0,0.001127613,68.0,0.001008917
TORUŃ (MIASTO),50453.0,0.934435945,79.0,0.001463153,262.0,0.004852481,2617.0,0.048469246,493.0,0.009130813,45.0,0.000833441,44.0,0.00081492
TORUŃSKI,52491.0,0.871740791,93.0,0.001544491,97.0,0.001610921,7326.0,0.121666058,53.0,0.000880194,121.0,0.002009499,33.0,0.000548045
TUCHOLSKI,38829.0,0.941331911,26.0,0.000630318,11.0,0.000266673,2237.0,0.054231618,67.0,0.001624282,7.0,0.000169701,72.0,0.001745497
WĄBRZESKI,41950.0,0.841490813,63.0,0.001263741,50.0,0.001002969,7041.0,0.141238065,279.0,0.005596566,400.0,0.00802375,69.0,0.001384097
MORSKI,80091.0,0.938988217,50.0,0.000586201,57.0,0.000668269,4624.0,0.054211853,229.0,0.0026848,22.0,0.000257928,222.0,0.002602732
GDYNIA (MIASTO),32205.0,0.969533673,95.0,0.002859981,250.0,0.007526267,515.0,0.015504109,84.0,0.002528826,9.0,0.000270946,59.0,0.001776199
BYDGOSKI,44831.0,0.771100294,61.0,0.00104921,157.0,0.002700425,12700.0,0.21844201,148.0,0.002545623,78.0,0.001341612,164.0,0.002820826
BYDGOSZCZ (MIASTO),103594.0,0.88390785,138.0,0.001177474,350.0,0.002986348,10648.0,0.090853242,1692.0,0.01443686,627.0,0.005349829,151.0,0.001288396
CHODZIESKI,30831.0,0.692706929,16.0,0.000359486,19.0,0.00042689,13384.0,0.300709985,150.0,0.003370181,87.0,0.001954705,21.0,0.000471825
CZARNKOWSKI,36997.0,0.855303311,19.0,0.000439245,11.0,0.0002543,5894.0,0.136258554,259.0,0.005987609,15.0,0.000346773,61.0,0.001410209
GNIEŹNIEŃSKI,49215.0,0.85956057,48.0,0.00083834,12.0,0.000209585,7595.0,0.132649853,174.0,0.003038983,147.0,0.002567417,65.0,0.001135252
GOSTYŃSKI,53270.0,0.95245758,7.0,0.000125159,7.0,0.000125159,2543.0,0.045468362,28.0,0.000500635,13.0,0.000232438,61.0,0.001090669
INOWROCŁAWSKI,40796.0,0.839441141,28.0,0.000576144,32.0,0.00065845,7605.0,0.156484701,25.0,0.000514414,73.0,0.001502089,40.0,0.000823062
JAROCIŃSKI,84355.0,0.963550591,22.0,0.000251296,19.0,0.000217029,2912.0,0.033262513,113.0,0.00129075,8.0,9.13805e-05,117.0,0.00133644
KĘPIŃSKI,77658.0,0.894172644,23.0,0.000264827,7.0,8.05997e-05,8393.0,0.096638994,296.0,0.003408214,392.0,0.004513581,80.0,0.000921139
KOŚCIAŃSKI,75984.0,0.963054031,67.0,0.000849187,13.0,0.000164768,2675.0,0.033904105,24.0,0.000304186,19.0,0.000240814,117.0,0.001482909
KROTOSZYŃSKI,69264.0,0.917938931,20.0,0.000265055,17.0,0.000225297,5833.0,0.077303329,152.0,0.002014419,25.0,0.000331319,145.0,0.00192165
LESZCZYŃSKI,55120.0,0.900491742,19.0,0.000310402,25.0,0.000408423,5729.0,0.093594289,222.0,0.003626799,72.0,0.001176259,24.0,0.000392086
MIĘDZYCHODZKI,27107.0,0.873517659,15.0,0.000483372,12.0,0.000386698,3844.0,0.123872132,11.0,0.000354473,27.0,0.00087007,16.0,0.000515597
MOGILEŃSKI,80814.0,0.906128765,73.0,0.000818514,32.0,0.000358801,7965.0,0.089307739,158.0,0.001771578,56.0,0.000627901,88.0,0.000986702
NOWOTOMYSKI,71915.0,0.8234762,30.0,0.000343521,22.0,0.000251915,14888.0,0.170477837,150.0,0.001717603,270.0,0.003091686,56.0,0.000641239
OBORNICKI,42216.0,0.837818528,56.0,0.001111376,34.0,0.000674764,7785.0,0.154501072,193.0,0.003830277,54.0,0.001071684,50.0,0.0009923
OSTROWSKI (OSTRÓW WIELKOPOLSKI),93636.0,0.89925667,32.0,0.00030732,81.0,0.000777904,10082.0,0.096825,106.0,0.001017997,118.0,0.001133242,71.0,0.000681866
POZNAŃ (MIASTO),236829.0,0.0,367.0,0.0,466.0,0.0,1129.0,0.0,1954.0,0.0,0.0,0.0,0.0,0.0
RAWICKI,44254.0,0.88717373,45.0,0.000902129,70.0,0.001403312,5258.0,0.105408765,94.0,0.001884447,28.0,0.000561325,133.0,0.002666292
SZAMOTULSKI,62640.0,0.924684834,20.0,0.000295238,39.0,0.000575714,4578.0,0.067579936,250.0,0.003690473,9.0,0.000132857,206.0,0.003040949
SZUBIŃSKI,37770.0,0.789754313,31.0,0.000648197,51.0,0.001066388,9776.0,0.204411918,119.0,0.002488238,8.0,0.000167277,70.0,0.00146367
ŚREDZKI,47667.0,0.955212216,22.0,0.000440864,16.0,0.000320628,2029.0,0.040659693,75.0,0.001502946,15.0,0.000300589,78.0,0.001563064
ŚREMSKI,54107.0,0.944209828,16.0,0.000279213,9.0,0.000157057,3000.0,0.052352366,82.0,0.001430965,22.0,0.000383917,68.0,0.001186654
WĄGROWIECKI,46574.0,0.858364511,19.0,0.000350172,11.0,0.000202731,7424.0,0.136825227,100.0,0.001843012,13.0,0.000239592,118.0,0.002174754
WOLSZTYŃSKI,38708.0,0.808235196,12.0,0.000250564,9.0,0.000187923,8968.0,0.187254656,48.0,0.001002255,112.0,0.002338595,35.0,0.000730811
WRZESIŃSKI,41370.0,0.946725251,15.0,0.000343265,19.0,0.000434803,2188.0,0.050070941,77.0,0.001762094,2.0,4.57687e-05,27.0,0.000617877
WYRZYSKI,53414.0,0.798737906,42.0,0.000628056,31.0,0.000463565,13069.0,0.195430144,132.0,0.001973891,125.0,0.001869215,60.0,0.000897223
ŻNIŃSKI,36573.0,0.880831387,20.0,0.000481684,16.0,0.000385347,4724.0,0.113773753,71.0,0.001709978,35.0,0.000842947,82.0,0.001974904
POZNAŃSKI,86134.0,0.944638196,74.0,0.000811564,41.0,0.00044965,4654.0,0.051040776,32.0,0.000350946,79.0,0.000866399,168.0,0.001842469
GNIEZNO (MIASTO),29802.0,0.971540342,18.0,0.000586797,21.0,0.000684597,678.0,0.022102689,137.0,0.004466178,11.0,0.000358598,8.0,0.000260799
